Sexo;Municipios;Nacionalidad (continentes);Total
Ambos sexos;21055 Palos de la Frontera;Asia;..
Ambos sexos;21055 Palos de la Frontera;Europa;41
Ambos sexos;21055 Palos de la Frontera;Resto;..
Ambos sexos;21056 Paterna del Campo;Africa;..
Ambos sexos;21056 Paterna del Campo;América;..
Ambos sexos;21056 Paterna del Campo;Asia;..
Ambos sexos;21056 Paterna del Campo;Europa;..
Ambos sexos;21056 Paterna del Campo;Resto;..
Ambos sexos;21057 Paymogo;Africa;..
Ambos sexos;21057 Paymogo;América;..
Ambos sexos;21057 Paymogo;Asia;..
Ambos sexos;21057 Paymogo;Europa;15
Ambos sexos;21057 Paymogo;Resto;..
Ambos sexos;21058 Puebla de Guzmán;Africa;..
Ambos sexos;21058 Puebla de Guzmán;América;..
Ambos sexos;21058 Puebla de Guzmán;Asia;..
Ambos sexos;21058 Puebla de Guzmán;Europa;64
Ambos sexos;21058 Puebla de Guzmán;Resto;..
Ambos sexos;21059 Puerto Moral;Africa;..
Ambos sexos;21059 Puerto Moral;América;..
Ambos sexos;21059 Puerto Moral;Asia;..
Ambos sexos;21059 Puerto Moral;Europa;..
Ambos sexos;21059 Puerto Moral;Resto;..
Ambos sexos;21060 Punta Umbría;Africa;36
Ambos sexos;21060 Punta Umbría;América;18
Ambos sexos;21060 Punta Umbría;Asia;19
Ambos sexos;21060 Punta Umbría;Europa;93
Ambos sexos;21060 Punta Umbría;Resto;..
Ambos sexos;21061 Rociana del Condado;Africa;35
Ambos sexos;21061 Rociana del Condado;América;3
Ambos sexos;21061 Rociana del Condado;Asia;..
Ambos sexos;21061 Rociana del Condado;Europa;60
Ambos sexos;21061 Rociana del Condado;Resto;..
Ambos sexos;21062 Rosal de la Frontera;Africa;..
Ambos sexos;21062 Rosal de la Frontera;América;..
Ambos sexos;21062 Rosal de la Frontera;Asia;..
Ambos sexos;21062 Rosal de la Frontera;Europa;56
Ambos sexos;21062 Rosal de la Frontera;Resto;..
Ambos sexos;21063 San Bartolomé de la Torre;Africa;2
Ambos sexos;21063 San Bartolomé de la Torre;América;1
Ambos sexos;21063 San Bartolomé de la Torre;Asia;..
Ambos sexos;21063 San Bartolomé de la Torre;Europa;34
Ambos sexos;21063 San Bartolomé de la Torre;Resto;..
Ambos sexos;21064 San Juan del Puerto;Africa;9
Ambos sexos;21064 San Juan del Puerto;América;2
Ambos sexos;21064 San Juan del Puerto;Asia;..
Ambos sexos;21064 San Juan del Puerto;Europa;7
Ambos sexos;21064 San Juan del Puerto;Resto;..
Ambos sexos;21065 Sanlúcar de Guadiana;Africa;..
Ambos sexos;21065 Sanlúcar de Guadiana;América;..
Ambos sexos;21065 Sanlúcar de Guadiana;Asia;..
Ambos sexos;21065 Sanlúcar de Guadiana;Europa;12
Ambos sexos;21065 Sanlúcar de Guadiana;Resto;..
Ambos sexos;21066 San Silvestre de Guzmán;Africa;..
Ambos sexos;21066 San Silvestre de Guzmán;América;..
Ambos sexos;21066 San Silvestre de Guzmán;Asia;..
Ambos sexos;21066 San Silvestre de Guzmán;Europa;16
Ambos sexos;21066 San Silvestre de Guzmán;Resto;..
Ambos sexos;21067 Santa Ana la Real;Africa;..
Ambos sexos;21067 Santa Ana la Real;América;..
Ambos sexos;21067 Santa Ana la Real;Asia;..
Ambos sexos;21067 Santa Ana la Real;Europa;..
Ambos sexos;21067 Santa Ana la Real;Resto;..
Ambos sexos;21068 Santa Bárbara de Casa;Africa;..
Ambos sexos;21068 Santa Bárbara de Casa;América;..
Ambos sexos;21068 Santa Bárbara de Casa;Asia;..
Ambos sexos;21068 Santa Bárbara de Casa;Europa;19
Ambos sexos;21068 Santa Bárbara de Casa;Resto;..
Ambos sexos;21069 Santa Olalla del Cala;Africa;..
Ambos sexos;21069 Santa Olalla del Cala;América;..
Ambos sexos;21069 Santa Olalla del Cala;Asia;..
Ambos sexos;21069 Santa Olalla del Cala;Europa;1
Ambos sexos;21069 Santa Olalla del Cala;Resto;..
Ambos sexos;21070 Trigueros;Africa;4
Ambos sexos;21070 Trigueros;América;1
Ambos sexos;21070 Trigueros;Asia;..
Ambos sexos;21070 Trigueros;Europa;30
Ambos sexos;21070 Trigueros;Resto;..
Ambos sexos;21071 Valdelarco;Africa;..
Ambos sexos;21071 Valdelarco;América;..
Ambos sexos;21071 Valdelarco;Asia;..
Ambos sexos;21071 Valdelarco;Europa;..
Ambos sexos;21071 Valdelarco;Resto;..
Ambos sexos;21072 Valverde del Camino;Africa;9
Ambos sexos;21072 Valverde del Camino;América;6
Ambos sexos;21072 Valverde del Camino;Asia;..
Ambos sexos;21072 Valverde del Camino;Europa;24
Ambos sexos;21072 Valverde del Camino;Resto;..
Ambos sexos;21073 Villablanca;Africa;23
Ambos sexos;21073 Villablanca;América;2
Ambos sexos;21073 Villablanca;Asia;..
Ambos sexos;21073 Villablanca;Europa;29
Ambos sexos;21073 Villablanca;Resto;..
Ambos sexos;21074 Villalba del Alcor;Africa;10
Ambos sexos;21074 Villalba del Alcor;América;..
Ambos sexos;21074 Villalba del Alcor;Asia;..
Ambos sexos;21074 Villalba del Alcor;Europa;1
Ambos sexos;21074 Villalba del Alcor;Resto;..
Ambos sexos;21075 Villanueva de las Cruces;Africa;..
Ambos sexos;21075 Villanueva de las Cruces;América;..
Ambos sexos;21075 Villanueva de las Cruces;Asia;..
Ambos sexos;21075 Villanueva de las Cruces;Europa;2
Ambos sexos;21075 Villanueva de las Cruces;Resto;..
Ambos sexos;21076 Villanueva de los Castillejos;Africa;..
Ambos sexos;21076 Villanueva de los Castillejos;América;..
Ambos sexos;21076 Villanueva de los Castillejos;Asia;..
Ambos sexos;21076 Villanueva de los Castillejos;Europa;49
Ambos sexos;21076 Villanueva de los Castillejos;Resto;..
Ambos sexos;21077 Villarrasa;Africa;2
Ambos sexos;21077 Villarrasa;América;1
Ambos sexos;21077 Villarrasa;Asia;..
Ambos sexos;21077 Villarrasa;Europa;2
Ambos sexos;21077 Villarrasa;Resto;..
Ambos sexos;21078 Zalamea la Real;Africa;3
Ambos sexos;21078 Zalamea la Real;América;..
Ambos sexos;21078 Zalamea la Real;Asia;..
Ambos sexos;21078 Zalamea la Real;Europa;1
Ambos sexos;21078 Zalamea la Real;Resto;..
Ambos sexos;21079 Zufre;Africa;..
Ambos sexos;21079 Zufre;América;..
Ambos sexos;21079 Zufre;Asia;..
Ambos sexos;21079 Zufre;Europa;4
Ambos sexos;21079 Zufre;Resto;..
