Municipios,Año,Resultado Izquierda,Resultado Derecha,Diferencia
Rota,2015,58.58,41.41,17.17
San Fernando,2015,60.11,39.91,20.2
San José del Valle,2015,63.62,36.37,27.25
San Roque,2015,68.03,31.97,36.06
Sanlúcar de Barrameda,2015,68.62,31.37,37.25
Setenil de las Bodegas,2015,82.24,17.76,64.48
Tarifa,2015,65.63,34.38,31.25
Torre Alháquime,2015,73.68,26.32,47.36
Trebujena,2015,89.19,10.81,78.38
Ubrique,2015,63.74,36.26,27.48
Vejer de la Frontera,2015,60.48,39.5,20.98
Villaluenga del Rosario,2015,74.14,25.85,48.29
Villamartín,2015,70.9,29.1,41.8
Zahara,2015,70.84,29.16,41.68
Adamuz,2015,70.44,29.4,41.04
Aguilar de la Frontera,2015,80.42,19.37,61.05
Alcaracejos,2015,65.22,34.7,30.52
Almedinilla,2015,62.99,36.79,26.2
Almodóvar del Río,2015,79.03,20.76,58.27
Añora,2015,50.2,49.72,0.48
Baena,2015,71.63,28.1,43.53
Belalcázar,2015,69.78,30.1,39.68
Belmez,2015,71.44,28.12,43.32
Benamejí,2015,76.32,23.33,52.99
Los Blázquez,2015,59.25,40.75,18.5
Bujalance,2015,75.12,24.6,50.52
Cabra,2015,61.18,38.4,22.78
Cañete de las Torres,2015,73.72,26.07,47.65
Carcabuey,2015,69.42,30.38,39.04
Cardeña,2015,68.87,30.82,38.05
La Carlota,2015,73.49,26.25,47.24
El Carpio,2015,67.38,32.23,35.15
Castro del Río,2015,78.21,20.95,57.26
Conquista,2015,66.4,32.79,33.61
Córdoba,2015,54.08,45.46,8.62
Doña Mencía,2015,84.58,15.3,69.28
Dos Torres,2015,52.03,47.82,4.21
Encinas Reales,2015,74.31,25.61,48.7
Espejo,2015,81.44,18.48,62.96
Espiel,2015,67.87,32.05,35.82
Fernán-Núñez,2015,78.09,21.59,56.5
Fuente la Lancha,2015,75.0,25.0,50.0
Fuente Obejuna,2015,66.19,33.6,32.59
Fuente Palmera,2015,77.78,22.01,55.77
Fuente-Tójar,2015,67.99,31.6,36.39
La Granjuela,2015,57.59,42.41,15.18
Guadalcázar,2015,73.19,26.7,46.49
El Guijo,2015,57.9,42.11,15.79
Hinojosa del Duque,2015,57.5,42.28,15.22
Hornachuelos,2015,78.89,21.02,57.87
Iznájar,2015,68.97,30.79,38.18
Lucena,2015,59.48,40.17,19.31
Luque,2015,69.12,30.43,38.69
Montalbán de Córdoba,2015,76.7,23.17,53.53
Montemayor,2015,81.84,17.89,63.95
Montilla,2015,69.79,29.53,40.26
Montoro,2015,76.48,23.37,53.11
Monturque,2015,77.86,21.98,55.88
Moriles,2015,77.49,22.15,55.34
Nueva Carteya,2015,88.64,11.27,77.37
Obejo,2015,68.7,30.83,37.87
Palenciana,2015,82.05,17.48,64.57
Palma del Río,2015,71.44,28.23,43.21
Pedro Abad,2015,69.86,29.97,39.89
Pedroche,2015,62.97,36.93,26.04
Peñarroya-Pueblonuevo,2015,66.92,32.64,34.28
Posadas,2015,73.98,25.75,48.23
Pozoblanco,2015,57.55,42.2,15.35
Priego de Córdoba,2015,62.9,36.77,26.13
Puente Genil,2015,70.91,28.86,42.05
La Rambla,2015,72.04,27.71,44.33
Rute,2015,64.93,34.52,30.41
San Sebastián de los Ballesteros,2015,56.67,43.12,13.55
Santa Eufemia,2015,72.64,27.01,45.63
Santaella,2015,75.32,24.3,51.02
Torrecampo,2015,59.93,40.09,19.84
Valenzuela,2015,58.38,41.35,17.03
Valsequillo,2015,67.31,32.69,34.62
La Victoria,2015,65.4,34.07,31.33
Villa del Río,2015,73.73,25.94,47.79
Villafranca de Córdoba,2015,67.14,32.65,34.49
Villaharta,2015,75.13,24.87,50.26
Villanueva de Córdoba,2015,67.51,32.32,35.19
Villanueva del Duque,2015,49.52,50.38,-0.86
Villanueva del Rey,2015,70.93,29.06,41.87
Villaralto,2015,79.58,20.16,59.42
Villaviciosa de Córdoba,2015,74.45,25.17,49.28
El Viso,2015,70.51,29.45,41.06
Zuheros,2015,77.21,21.82,55.39
Agrón,2015,63.64,35.72,27.92
Alamedilla,2015,77.25,22.73,54.52
Albolote,2015,58.56,41.33,17.23
Albondón,2015,51.39,48.61,2.78
Albuñán,2015,80.77,19.23,61.54
Albuñol,2015,61.94,38.03,23.91
Albuñuelas,2015,73.1,26.47,46.63
Aldeire,2015,75.79,24.23,51.56
Alfacar,2015,63.06,36.91,26.15
Algarinejo,2015,61.38,38.5,22.88
Alhama de Granada,2015,63.06,36.9,26.16
Alhendín,2015,55.13,44.71,10.42
Alicún de Ortega,2015,69.28,30.72,38.56
Almegíjar,2015,70.31,29.69,40.62
Almuñécar,2015,57.94,41.98,15.96
Alpujarra de la Sierra,2015,72.23,27.78,44.45
Alquife,2015,66.73,33.26,33.47
Arenas del Rey,2015,70.28,29.73,40.55
Armilla,2015,58.43,41.37,17.06
Atarfe,2015,68.81,31.06,37.75
Baza,2015,61.43,38.41,23.02
Beas de Granada,2015,65.28,34.55,30.73
Beas de Guadix,2015,69.22,30.77,38.45
Benalúa,2015,82.39,17.6,64.79
Benalúa de las Villas,2015,55.46,44.54,10.92
Benamaurel,2015,76.26,23.74,52.52
Bérchules,2015,67.11,32.9,34.21
Bubión,2015,51.24,48.76,2.48
Busquístar,2015,63.87,36.14,27.73
Cacín,2015,73.03,26.97,46.06
Cádiar,2015,55.98,44.03,11.95
Cájar,2015,45.97,53.93,-7.96
La Calahorra,2015,73.27,26.73,46.54
Calicasas,2015,55.35,44.66,10.69
Campotéjar,2015,76.04,23.95,52.09
Caniles,2015,71.93,27.95,43.98
Cáñar,2015,74.37,24.79,49.58
Capileira,2015,66.67,33.33,33.34
Carataunas,2015,55.27,44.74,10.53
Cástaras,2015,60.58,39.43,21.15
Castilléjar,2015,66.04,33.53,32.51
Castril,2015,67.81,32.1,35.71
Cenes de la Vega,2015,62.3,37.53,24.77
Chauchina,2015,74.92,24.98,49.94
Chimeneas,2015,59.39,40.6,18.79
Churriana de la Vega,2015,55.9,44.0,11.9
Cijuela,2015,72.45,27.55,44.9
Cogollos de Guadix,2015,53.24,46.77,6.47
Cogollos de la Vega,2015,57.95,41.96,15.99
Colomera,2015,71.07,28.94,42.13
Cortes de Baza,2015,73.63,26.2,47.43
Cortes y Graena,2015,51.09,48.72,2.37
Cuevas del Campo,2015,75.49,24.51,50.98
Cúllar,2015,68.57,31.37,37.2
Cúllar Vega,2015,57.48,42.42,15.06
Darro,2015,67.65,32.06,35.59
Dehesas de Guadix,2015,61.45,38.55,22.9
Deifontes,2015,78.25,21.67,56.58
Diezma,2015,64.74,35.27,29.47
Dílar,2015,51.92,48.08,3.84
Dólar,2015,63.24,36.78,26.46
Dúdar,2015,57.96,42.03,15.93
Dúrcal,2015,68.72,31.11,37.61
Escúzar,2015,67.07,32.92,34.15
Ferreira,2015,63.77,35.75,28.02
Fonelas,2015,80.07,19.93,60.14
Freila,2015,70.85,29.15,41.7
Fuente Vaqueros,2015,84.91,15.01,69.9
Las Gabias,2015,59.85,39.94,19.91
Galera,2015,60.04,39.97,20.07
Gobernador,2015,53.5,46.5,7.0
Gójar,2015,52.82,47.04,5.78
Gor,2015,70.84,29.15,41.69
Gorafe,2015,85.82,14.18,71.64
Granada,2015,46.88,53.0,-6.12
Guadahortuna,2015,82.69,17.31,65.38
Guadix,2015,58.23,41.67,16.56
Los Guajares,2015,52.49,47.51,4.98
Gualchos,2015,57.91,42.03,15.88
Güejar Sierra,2015,48.11,51.83,-3.72
Güevéjar,2015,68.16,31.76,36.4
Huélago,2015,72.81,27.2,45.61
Huéneja,2015,61.25,38.72,22.53
Huéscar,2015,61.59,38.43,23.16
Huétor de Santillán,2015,64.3,35.7,28.6
Huétor Tájar,2015,73.44,26.51,46.93
Huétor Vega,2015,55.44,44.41,11.03
Illora,2015,76.39,23.58,52.81
Itrabo,2015,61.48,38.52,22.96
Iznalloz,2015,80.52,19.44,61.08
Jayena,2015,73.06,26.94,46.12
Jerez del Marquesado,2015,69.54,30.29,39.25
Jete,2015,49.02,50.99,-1.97
Jun,2015,66.61,33.17,33.44
Juviles,2015,57.54,42.47,15.07
Láchar,2015,74.35,25.48,48.87
Lanjarón,2015,56.34,43.63,12.71
Lanteira,2015,70.28,29.72,40.56
Lecrín,2015,59.87,40.13,19.74
Lentegí,2015,78.11,21.9,56.21
Lobras,2015,71.43,28.57,42.86
Loja,2015,62.17,37.75,24.42
Lugros,2015,69.5,30.5,39.0
Lújar,2015,41.07,58.92,-17.85
La Malahá,2015,81.32,18.58,62.74
Maracena,2015,67.9,31.93,35.97
Marchal,2015,52.78,47.21,5.57
Moclín,2015,82.5,17.45,65.05
Molvízar,2015,50.83,49.09,1.74
Monachil,2015,60.33,39.54,20.79
Montefrío,2015,73.13,26.89,46.24
Montejícar,2015,77.58,22.42,55.16
Montillana,2015,51.12,48.88,2.24
Moraleda de Zafayona,2015,82.06,17.94,64.12
Morelábor,2015,61.7,38.31,23.39
Motril,2015,62.0,37.86,24.14
Murtas,2015,38.53,61.48,-22.95
Nevada,2015,63.62,36.21,27.41
Nigüelas,2015,76.98,23.01,53.97
Nívar,2015,54.09,45.73,8.36
Ogíjares,2015,52.66,47.22,5.44
Orce,2015,69.22,30.3,38.92
Órgiva,2015,67.39,32.53,34.86
Otívar,2015,54.08,45.77,8.31
Villa de Otura,2015,51.16,48.66,2.5
Padul,2015,65.24,34.76,30.48
Pampaneira,2015,81.14,18.87,62.27
Pedro Martínez,2015,83.5,16.49,67.01
Peligros,2015,63.81,36.08,27.73
La Peza,2015,51.02,48.98,2.04
El Pinar,2015,59.62,40.38,19.24
Pinos Genil,2015,55.61,44.26,11.35
Pinos Puente,2015,79.48,20.41,59.07
Píñar,2015,85.22,14.79,70.43
Polícar,2015,53.01,46.38,6.63
Polopos,2015,60.35,39.65,20.7
Pórtugos,2015,55.29,44.7,10.59
Puebla de Don Fadrique,2015,54.52,45.37,9.15
Pulianas,2015,68.5,31.39,37.11
Purullena,2015,70.52,29.4,41.12
Quéntar,2015,60.65,39.34,21.31
Rubite,2015,66.83,33.17,33.66
Salar,2015,81.58,18.43,63.15
Salobreña,2015,69.52,30.43,39.09
Santa Cruz del Comercio,2015,63.73,36.28,27.45
Santa Fe,2015,60.26,39.67,20.59
Soportújar,2015,87.36,12.07,75.29
Sorvilán,2015,58.1,41.92,16.18
La Taha,2015,60.25,39.75,20.5
Torre-Cardela,2015,62.9,37.1,25.8
Torvizcón,2015,62.74,36.97,25.77
Trevélez,2015,83.9,16.12,67.78
Turón,2015,23.28,76.71,-53.43
Ugíjar,2015,65.81,34.2,31.61
El Valle,2015,69.08,30.91,38.17
Valle del Zalabí,2015,60.51,39.48,21.03
Válor,2015,63.85,36.15,27.7
Vegas del Genil,2015,60.72,39.19,21.53
Vélez de Benaudalla,2015,68.39,31.61,36.78
Ventas de Huelma,2015,54.61,45.15,9.46
Villamena,2015,66.9,33.11,33.79
Villanueva de las Torres,2015,75.84,24.16,51.68
Villanueva Mesía,2015,70.74,29.25,41.49
Víznar,2015,62.31,37.69,24.62
Zafarraya,2015,68.56,31.36,37.2
Zagra,2015,47.83,52.0,-4.17
La Zubia,2015,59.32,40.66,18.66
Zújar,2015,75.56,24.28,51.28
Alájar,2015,82.38,17.38,65.0
Aljaraque,2015,56.08,43.78,12.3
El Almendro,2015,90.68,9.11,81.57
Almonaster la Real,2015,79.29,20.61,58.68
Almonte,2015,67.1,32.81,34.29
Alosno,2015,84.32,15.59,68.73
Aracena,2015,74.83,25.1,49.73
Aroche,2015,80.03,19.92,60.11
Arroyomolinos de León,2015,76.75,23.07,53.68
Ayamonte,2015,65.37,34.55,30.82
Beas,2015,73.65,26.22,47.43
Berrocal,2015,65.44,34.55,30.89
Bollullos Par del Condado,2015,69.39,30.57,38.82
Bonares,2015,69.41,30.58,38.83
Cabezas Rubias,2015,83.66,16.07,67.59
Cala,2015,86.18,13.81,72.37
Calañas,2015,75.33,24.63,50.7
El Campillo,2015,83.67,16.23,67.44
Campofrío,2015,85.38,14.37,71.01
Cañaveral de León,2015,80.01,20.0,60.01
Cartaya,2015,64.87,34.93,29.94
Castaño del Robledo,2015,78.29,21.69,56.6
El Cerro de Andévalo,2015,77.64,22.28,55.36
Chucena,2015,66.63,33.36,33.27
Corteconcepción,2015,81.85,18.16,63.69
Cortegana,2015,69.4,30.51,38.89
Cortelazor,2015,79.28,20.12,59.16
Cumbres de Enmedio,2015,71.04,28.95,42.09
Cumbres de San Bartolomé,2015,70.79,28.84,41.95
Cumbres Mayores,2015,72.41,27.49,44.92
Encinasola,2015,70.11,29.72,40.39
Escacena del Campo,2015,70.83,29.16,41.67
Fuenteheridos,2015,88.87,11.14,77.73
Galaroza,2015,76.18,23.68,52.5
Gibraleón,2015,65.49,34.41,31.08
La Granada de Río-Tinto,2015,74.47,25.54,48.93
El Granado,2015,81.6,18.4,63.2
Higuera de la Sierra,2015,65.69,34.33,31.36
Hinojales,2015,82.6,17.42,65.18
Hinojos,2015,74.36,25.64,48.72
Huelva,2015,60.73,39.06,21.67
Isla Cristina,2015,66.15,33.59,32.56
Jabugo,2015,81.54,18.3,63.24
Lepe,2015,47.6,52.28,-4.68
Linares de la Sierra,2015,85.27,14.74,70.53
Lucena del Puerto,2015,60.26,39.64,20.62
Manzanilla,2015,74.22,25.48,48.74
Los Marines,2015,80.42,19.57,60.85
Minas de Riotinto,2015,76.14,23.74,52.4
Moguer,2015,60.15,39.71,20.44
La Nava,2015,71.51,28.48,43.03
Nerva,2015,84.86,15.04,69.82
Niebla,2015,75.68,24.26,51.42
La Palma del Condado,2015,42.34,57.56,-15.22
Palos de la Frontera,2015,49.82,50.14,-0.32
Paterna del Campo,2015,76.43,23.53,52.9
Paymogo,2015,78.3,21.7,56.6
Puebla de Guzmán,2015,85.32,14.63,70.69
Puerto Moral,2015,92.69,7.32,85.37
Punta Umbría,2015,62.96,36.84,26.12
Rociana del Condado,2015,74.62,25.39,49.23
Rosal de la Frontera,2015,66.96,32.92,34.04
San Bartolomé de la Torre,2015,83.84,16.0,67.84
San Juan del Puerto,2015,68.05,31.82,36.23
San Silvestre de Guzmán,2015,76.83,22.1,54.73
Sanlúcar de Guadiana,2015,48.85,50.57,-1.72
Santa Ana la Real,2015,89.01,11.0,78.01
Santa Bárbara de Casa,2015,73.58,26.25,47.33
Santa Olalla del Cala,2015,72.32,27.48,44.84
Trigueros,2015,75.81,23.97,51.84
Valdelarco,2015,75.0,25.0,50.0
Valverde del Camino,2015,68.58,31.28,37.3
Villablanca,2015,69.87,29.94,39.93
Villalba del Alcor,2015,67.62,32.3,35.32
Villanueva de las Cruces,2015,64.65,35.34,29.31
Villanueva de los Castillejos,2015,79.71,20.13,59.58
Villarrasa,2015,66.93,32.81,34.12
Zalamea la Real,2015,82.56,17.44,65.12
Zufre,2015,79.62,20.37,59.25
Albanchez de Mágina,2015,56.85,43.16,13.69
Alcalá la Real,2015,63.87,36.02,27.85
Alcaudete,2015,66.54,33.31,33.23
Aldeaquemada,2015,47.91,52.1,-4.19
Andújar,2015,61.46,38.5,22.96
Arjona,2015,76.94,22.98,53.96
Arjonilla,2015,75.12,24.82,50.3
Arquillos,2015,80.21,19.79,60.42
Arroyo del Ojanco,2015,66.03,33.97,32.06
Baeza,2015,54.89,45.01,9.88
Bailén,2015,60.79,39.17,21.62
Baños de la Encina,2015,80.43,19.44,60.99
Beas de Segura,2015,65.06,34.8,30.26
Bedmar y Garcíez,2015,76.58,23.4,53.18
Begíjar,2015,67.89,32.11,35.78
Bélmez de la Moraleda,2015,69.75,29.88,39.87
Benatae,2015,72.09,27.91,44.18
Cabra del Santo Cristo,2015,69.7,30.31,39.39
Cambil,2015,82.75,17.15,65.6
Campillo de Arenas,2015,78.47,21.55,56.92
Canena,2015,75.3,24.68,50.62
Carboneros,2015,75.06,24.93,50.13
Cárcheles,2015,61.96,38.06,23.9
La Carolina,2015,59.56,40.36,19.2
Castellar,2015,60.27,39.73,20.54
Castillo de Locubín,2015,57.89,42.12,15.77
Cazalilla,2015,68.71,30.92,37.79
Cazorla,2015,67.29,32.62,34.67
Chiclana de Segura,2015,60.41,39.59,20.82
Chilluévar,2015,74.96,25.05,49.91
Escañuela,2015,86.73,13.27,73.46
Espelúy,2015,84.54,15.46,69.08
Frailes,2015,59.02,40.88,18.14
Fuensanta de Martos,2015,73.24,26.75,46.49
Fuerte del Rey,2015,59.63,40.37,19.26
Génave,2015,72.49,27.52,44.97
La Guardia de Jaén,2015,49.17,50.85,-1.68
Guarromán,2015,66.61,33.38,33.23
Higuera de Calatrava,2015,59.57,40.42,19.15
Hinojares,2015,49.02,50.97,-1.95
Hornos,2015,65.77,34.24,31.53
Huelma,2015,67.77,32.2,35.57
Huesa,2015,78.15,21.85,56.3
Ibros,2015,75.67,24.17,51.5
La Iruela,2015,72.79,27.04,45.75
Iznatoraf,2015,50.52,49.48,1.04
Jabalquinto,2015,81.78,18.13,63.65
Jaén,2015,49.91,49.96,-0.05
Jamilena,2015,63.34,36.58,26.76
Jimena,2015,66.67,33.23,33.44
Jódar,2015,85.79,14.21,71.58
Lahiguera,2015,76.6,23.38,53.22
Larva,2015,67.25,32.39,34.86
Linares,2015,63.78,36.14,27.64
Lopera,2015,77.63,22.35,55.28
Lupión,2015,81.27,18.74,62.53
Mancha Real,2015,64.27,35.63,28.64
Marmolejo,2015,73.96,26.0,47.96
Martos,2015,67.49,32.37,35.12
Mengíbar,2015,62.98,36.9,26.08
Montizón,2015,63.33,36.67,26.66
Navas de San Juan,2015,73.34,26.62,46.72
Noalejo,2015,60.02,39.89,20.13
Orcera,2015,66.0,34.0,32.0
Peal de Becerro,2015,66.69,33.24,33.45
Pegalajar,2015,70.79,29.2,41.59
Porcuna,2015,62.58,37.33,25.25
Pozo Alcón,2015,63.82,36.17,27.65
Puente de Génave,2015,60.08,39.78,20.3
La Puerta de Segura,2015,70.23,29.57,40.66
Quesada,2015,68.37,31.6,36.77
Rus,2015,67.69,32.3,35.39
Sabiote,2015,68.6,31.31,37.29
Santa Elena,2015,62.84,37.01,25.83
Santiago de Calatrava,2015,64.14,35.85,28.29
Santiago-Pontones,2015,70.23,29.7,40.53
Santisteban del Puerto,2015,64.58,35.42,29.16
Santo Tomé,2015,74.06,25.95,48.11
Segura de la Sierra,2015,74.05,25.85,48.2
Siles,2015,63.9,36.03,27.87
Sorihuela del Guadalimar,2015,65.95,34.04,31.91
Torreblascopedro,2015,79.97,20.03,59.94
Torredonjimeno,2015,68.06,31.82,36.24
Torreperogil,2015,78.08,21.84,56.24
Torres,2015,54.72,45.19,9.53
Torres de Albánchez,2015,59.29,40.72,18.57
Úbeda,2015,60.08,39.81,20.27
Valdepeñas de Jaén,2015,79.38,20.53,58.85
Vilches,2015,80.81,19.11,61.7
Villacarrillo,2015,61.22,38.73,22.49
Villanueva de la Reina,2015,81.2,18.82,62.38
Villanueva del Arzobispo,2015,63.73,36.17,27.56
Villardompardo,2015,61.45,38.54,22.91
Los Villares,2015,57.24,42.65,14.59
Villarrodrigo,2015,73.59,26.39,47.2
Villatorres,2015,65.65,34.34,31.31
Alameda,2015,81.33,18.63,62.7
Alcaucín,2015,66.46,33.54,32.92
Alfarnate,2015,77.42,22.43,54.99
Alfarnatejo,2015,68.95,31.05,37.9
Algarrobo,2015,57.76,42.2,15.56
Algatocín,2015,63.33,36.68,26.65
Alhaurín de la Torre,2015,54.45,45.45,9.0
Alhaurín el Grande,2015,54.82,45.13,9.69
Almáchar,2015,85.6,14.4,71.2
Almargen,2015,73.59,26.25,47.34
Almogía,2015,74.98,24.9,50.08
Álora,2015,72.92,26.97,45.95
Alozaina,2015,81.38,18.45,62.93
Alpandeire,2015,70.93,29.06,41.87
Antequera,2015,58.41,41.48,16.93
Árchez,2015,58.86,41.14,17.72
Archidona,2015,76.27,23.66,52.61
Ardales,2015,74.06,25.79,48.27
Arenas,2015,65.78,34.08,31.7
Arriate,2015,79.61,20.33,59.28
Atajate,2015,64.44,35.55,28.89
Benadalid,2015,78.68,21.31,57.37
Benahavís,2015,39.15,60.66,-21.51
Benalauría,2015,72.86,27.14,45.72
Benalmádena,2015,53.47,46.47,7.0
Benamargosa,2015,66.43,33.45,32.98
Benamocarra,2015,59.75,40.19,19.56
Benaoján,2015,82.01,17.99,64.02
Benarrabá,2015,61.53,38.45,23.08
El Borge,2015,93.91,6.08,87.83
El Burgo,2015,87.43,12.49,74.94
Campillos,2015,74.87,25.09,49.78
Canillas de Aceituno,2015,63.63,36.37,27.26
Canillas de Albaida,2015,50.59,49.07,1.52
Cañete la Real,2015,81.46,18.53,62.93
Carratraca,2015,80.96,18.58,62.38
Cartajima,2015,47.02,52.98,-5.96
Cártama,2015,66.86,32.96,33.9
Casabermeja,2015,76.14,23.86,52.28
Casarabonela,2015,64.4,35.61,28.79
Casares,2015,76.71,23.2,53.51
Coín,2015,60.77,39.13,21.64
Colmenar,2015,70.32,29.61,40.71
Comares,2015,58.8,41.2,17.6
Cómpeta,2015,58.27,41.46,16.81
Cortes de la Frontera,2015,72.34,27.54,44.8
Cuevas Bajas,2015,85.81,14.18,71.63
Cuevas de San Marcos,2015,77.48,22.21,55.27
Cuevas del Becerro,2015,89.91,10.09,79.82
Cútar,2015,65.79,33.84,31.95
Estepona,2015,52.47,47.42,5.05
Faraján,2015,64.85,35.15,29.7
Frigiliana,2015,57.35,42.44,14.91
Fuengirola,2015,46.63,53.23,-6.6
Fuente de Piedra,2015,70.89,29.13,41.76
Gaucín,2015,61.09,38.91,22.18
Genalguacil,2015,72.33,27.28,45.05
Guaro,2015,70.32,29.38,40.94
Humilladero,2015,80.0,19.95,60.05
Igualeja,2015,46.58,53.41,-6.83
Istán,2015,73.07,26.77,46.3
Iznate,2015,65.28,34.72,30.56
Jimera de Líbar,2015,52.73,47.27,5.46
Jubrique,2015,65.11,34.91,30.2
Júzcar,2015,61.4,38.6,22.8
Macharaviaya,2015,58.19,41.81,16.38
Málaga,2015,56.3,43.54,12.76
Manilva,2015,61.06,38.93,22.13
Marbella,2015,54.88,45.03,9.85
Mijas,2015,56.68,43.1,13.58
Moclinejo,2015,67.41,32.59,34.82
Mollina,2015,64.84,35.07,29.77
Monda,2015,75.65,24.36,51.29
Montejaque,2015,73.36,26.65,46.71
Nerja,2015,56.17,43.77,12.4
Ojén,2015,70.72,29.13,41.59
Parauta,2015,82.95,17.05,65.9
Periana,2015,78.11,21.91,56.2
Pizarra,2015,70.47,29.4,41.07
Pujerra,2015,61.14,38.85,22.29
Rincón de la Victoria,2015,52.19,47.65,4.54
Riogordo,2015,63.75,36.25,27.5
Ronda,2015,60.2,39.65,20.55
Salares,2015,69.3,30.69,38.61
Sayalonga,2015,63.19,36.81,26.38
Sedella,2015,82.95,17.05,65.9
Sierra de Yeguas,2015,71.02,28.96,42.06
Teba,2015,84.6,15.36,69.24
Tolox,2015,52.89,46.93,5.96
Torremolinos,2015,50.16,49.78,0.38
Torrox,2015,61.51,38.43,23.08
Totalán,2015,82.24,17.26,64.98
Valle de Abdalajís,2015,69.78,30.17,39.61
Vélez-Málaga,2015,57.21,42.68,14.53
Villanueva de Algaidas,2015,80.17,19.68,60.49
Villanueva del Rosario,2015,80.95,18.89,62.06
Villanueva del Trabuco,2015,76.12,23.76,52.36
Villanueva de Tapia,2015,75.3,24.69,50.61
Viñuela,2015,67.39,32.61,34.78
Yunquera,2015,73.65,26.22,47.43
Aguadulce,2015,75.36,24.65,50.71
Alanís,2015,74.51,25.49,49.02
Albaida del Aljarafe,2015,63.94,35.94,28.0
Alcalá de Guadaíra,2015,69.84,29.95,39.89
Alcalá del Río,2015,77.49,22.44,55.05
Alcolea del Río,2015,80.37,19.65,60.72
La Algaba,2015,81.57,18.31,63.26
Algámitas,2015,88.87,11.12,77.75
Almadén de la Plata,2015,74.32,25.68,48.64
Almensilla,2015,70.81,29.04,41.77
Arahal,2015,81.33,18.55,62.78
Aznalcázar,2015,71.01,28.84,42.17
Aznalcóllar,2015,87.86,12.12,75.74
Badolatosa,2015,91.13,8.86,82.27
Benacazón,2015,73.81,26.08,47.73
Bollullos de la Mitación,2015,62.48,37.37,25.11
Bormujos,2015,56.97,42.94,14.03
Brenes,2015,84.0,15.93,68.07
Burguillos,2015,66.69,33.2,33.49
Las Cabezas de San Juan,2015,80.36,19.51,60.85
Camas,2015,74.48,25.39,49.09
La Campana,2015,78.39,21.53,56.86
Cantillana,2015,71.99,27.98,44.01
Cañada Rosal,2015,92.4,7.62,84.78
Carmona,2015,72.37,27.5,44.87
Carrión de los Céspedes,2015,65.43,34.48,30.95
Casariche,2015,89.99,9.9,80.09
Castilblanco de los Arroyos,2015,72.58,27.3,45.28
Castilleja de Guzmán,2015,64.86,35.0,29.86
Castilleja de la Cuesta,2015,67.07,32.74,34.33
Castilleja del Campo,2015,66.14,33.85,32.29
El Castillo de las Guardas,2015,84.11,15.88,68.23
Cazalla de la Sierra,2015,75.03,24.74,50.29
Constantina,2015,73.75,26.17,47.58
Coria del Río,2015,77.58,22.22,55.36
Coripe,2015,69.22,30.78,38.44
El Coronil,2015,86.77,13.16,73.61
Los Corrales,2015,87.29,12.67,74.62
El Cuervo de Sevilla,2015,77.25,22.57,54.68
Dos Hermanas,2015,68.43,31.37,37.06
Écija,2015,64.28,35.58,28.7
Espartinas,2015,46.89,52.92,-6.03
Estepa,2015,67.7,32.21,35.49
Fuentes de Andalucía,2015,82.9,17.05,65.85
El Garrobo,2015,81.68,18.31,63.37
Gelves,2015,60.16,39.81,20.35
Gerena,2015,79.6,20.29,59.31
Gilena,2015,84.8,15.02,69.78
Gines,2015,56.02,43.86,12.16
Guadalcanal,2015,73.27,26.66,46.61
Guillena,2015,78.67,21.33,57.34
Herrera,2015,61.59,38.32,23.27
Huévar del Aljarafe,2015,68.75,31.26,37.49
Isla Mayor,2015,75.54,24.31,51.23
Lebrija,2015,74.0,25.84,48.16
Lora de Estepa,2015,75.5,24.5,51.0
Lora del Río,2015,69.44,30.39,39.05
La Luisiana,2015,85.1,14.82,70.28
El Madroño,2015,66.49,33.51,32.98
Mairena del Alcor,2015,66.56,33.34,33.22
Mairena del Aljarafe,2015,61.14,38.74,22.4
Marchena,2015,70.9,28.95,41.95
Marinaleda,2015,89.52,10.48,79.04
Martín de la Jara,2015,93.39,6.61,86.78
Los Molares,2015,83.38,16.52,66.86
Montellano,2015,83.18,16.77,66.41
Morón de la Frontera,2015,77.35,22.53,54.82
Las Navas de la Concepción,2015,82.35,17.42,64.93
Olivares,2015,68.62,31.33,37.29
Osuna,2015,74.65,25.29,49.36
Los Palacios y Villafranca,2015,74.08,25.74,48.34
Palomares del Río,2015,61.27,38.71,22.56
Paradas,2015,80.45,19.49,60.96
Pedrera,2015,89.2,10.74,78.46
El Pedroso,2015,73.83,26.07,47.76
Peñaflor,2015,77.4,22.5,54.9
Pilas,2015,68.0,31.93,36.07
Pruna,2015,77.4,22.62,54.78
La Puebla de Cazalla,2015,78.17,21.78,56.39
La Puebla de los Infantes,2015,79.31,20.63,58.68
La Puebla del Río,2015,77.96,21.93,56.03
El Real de la Jara,2015,71.19,28.7,42.49
La Rinconada,2015,80.31,19.58,60.73
La Roda de Andalucía,2015,80.49,19.52,60.97
El Ronquillo,2015,77.28,22.6,54.68
El Rubio,2015,76.74,23.22,53.52
Salteras,2015,63.32,36.64,26.68
San Juan de Aznalfarache,2015,72.1,27.79,44.31
Sanlúcar la Mayor,2015,64.23,35.72,28.51
San Nicolás del Puerto,2015,78.01,21.71,56.3
Santiponce,2015,78.51,21.41,57.1
El Saucejo,2015,72.31,27.6,44.71
Sevilla,2015,59.11,40.77,18.34
Tocina,2015,82.49,17.42,65.07
Tomares,2015,47.71,52.18,-4.47
Umbrete,2015,67.93,32.02,35.91
