Municipios,Puesto Nacional,Puesto Autonómico,Renta Bruta,Renta Disponible,Provincia,Año
Fuente Vaqueros,2491,363,16450.0,14525,Granada,2018
Píñar,2541,383,16212.0,14560,Granada,2018
Huéneja,2578,391,16033.0,14145,Granada,2018
Darro,2582,393,16025.0,14418,Granada,2018
Ugíjar,2608,405,15910.0,14081,Granada,2018
La Malahá,2610,407,15909.0,14251,Granada,2018
Caniles,2618,411,15851.0,14233,Granada,2018
Alhama de Granada,2622,413,15830.0,13937,Granada,2018
La Peza,2623,414,15821.0,14174,Granada,2018
Puebla de Don Fadrique,2626,416,15808.0,14174,Granada,2018
Illora,2627,417,15805.0,14146,Granada,2018
Deifontes,2641,422,15742.0,14162,Granada,2018
Cádiar,2664,431,15584.0,13909,Granada,2018
Galera,2719,460,15309.0,13798,Granada,2018
Orce,2726,464,15243.0,13683,Granada,2018
Benamaurel,2731,469,15185.0,13629,Granada,2018
Cúllar,2733,471,15181.0,13607,Granada,2018
Pedro Martínez,2748,479,15064.0,13805,Granada,2018
Otívar,2751,480,15019.0,13515,Granada,2018
Zújar,2756,483,14980.0,13502,Granada,2018
Molvízar,2763,487,14951.0,13416,Granada,2018
Castilléjar,2774,493,14859.0,13249,Granada,2018
Villanueva Mesía,2796,506,14673.0,13213,Granada,2018
Moclín,2797,507,14670.0,13289,Granada,2018
Salar,2798,508,14667.0,13202,Granada,2018
Los Guajares,2814,519,14499.0,13383,Granada,2018
Nevada,2821,524,14357.0,12966,Granada,2018
Chimeneas,2822,525,14355.0,13050,Granada,2018
Montefrío,2831,529,14236.0,12962,Granada,2018
Guadahortuna,2833,530,14205.0,13006,Granada,2018
Zafarraya,2844,538,14078.0,12714,Granada,2018
Cortes de Baza,2845,539,14048.0,12919,Granada,2018
Colomera,2846,540,14032.0,12923,Granada,2018
Castril,2850,542,13950.0,12664,Granada,2018
Benalúa de las Villas,2866,552,13639.0,12611,Granada,2018
Montillana,2867,553,13635.0,12547,Granada,2018
Cuevas del Campo,2872,554,13568.0,12489,Granada,2018
Jayena,2874,555,13518.0,12356,Granada,2018
Montejícar,2880,558,13267.0,12177,Granada,2018
Algarinejo,2889,564,13026.0,12052,Granada,2018
Agrupación municipios pequeños,0,0,16008.0,14276,Granada,2018
Aljaraque,254,11,29302.0,23648,Huelva,2018
Huelva,679,33,25454.0,21027,Huelva,2018
Punta Umbría,1221,78,22100.0,18518,Huelva,2018
Minas de Riotinto,1232,80,22063.0,18696,Huelva,2018
Valverde del Camino,1313,88,21612.0,18158,Huelva,2018
Calañas,1419,104,21096.0,17869,Huelva,2018
La Palma del Condado,1607,127,20169.0,17168,Huelva,2018
Nerva,1612,128,20146.0,17438,Huelva,2018
Zalamea la Real,1617,129,20133.0,17238,Huelva,2018
Almonaster la Real,1626,132,20095.0,16860,Huelva,2018
Aracena,1657,137,19944.0,16922,Huelva,2018
San Juan del Puerto,1698,144,19742.0,16982,Huelva,2018
El Campillo,1725,148,19606.0,17083,Huelva,2018
Ayamonte,1772,157,19429.0,16605,Huelva,2018
Cartaya,1776,159,19414.0,16459,Huelva,2018
Trigueros,1791,160,19362.0,16555,Huelva,2018
Cortegana,1834,170,19173.0,16400,Huelva,2018
Beas,1874,177,19014.0,16326,Huelva,2018
Gibraleón,1973,192,18667.0,16103,Huelva,2018
Jabugo,1983,195,18611.0,16123,Huelva,2018
Lucena del Puerto,2051,212,18372.0,15129,Huelva,2018
Moguer,2090,226,18193.0,15465,Huelva,2018
Cumbres Mayores,2140,239,18006.0,15691,Huelva,2018
El Cerro de Andévalo,2142,240,17999.0,15523,Huelva,2018
Hinojos,2147,242,17989.0,15510,Huelva,2018
Niebla,2169,248,17893.0,15607,Huelva,2018
Bonares,2186,254,17844.0,15184,Huelva,2018
Higuera de la Sierra,2225,268,17681.0,15381,Huelva,2018
Santa Olalla del Cala,2233,271,17640.0,15369,Huelva,2018
Villanueva de los Castillejos,2234,272,17638.0,15209,Huelva,2018
Palos de la Frontera,2237,273,17628.0,14918,Huelva,2018
Bollullos Par del Condado,2281,283,17440.0,14998,Huelva,2018
Lepe,2306,293,17291.0,14895,Huelva,2018
Cala,2308,294,17262.0,14791,Huelva,2018
Alosno,2338,306,17138.0,14916,Huelva,2018
Isla Cristina,2354,316,17065.0,14905,Huelva,2018
Puebla de Guzmán,2417,333,16784.0,14677,Huelva,2018
Villarrasa,2460,348,16554.0,14551,Huelva,2018
Chucena,2467,351,16513.0,14680,Huelva,2018
San Bartolomé de la Torre,2494,365,16420.0,14254,Huelva,2018
Escacena del Campo,2524,378,16288.0,14427,Huelva,2018
Rosal de la Frontera,2658,428,15662.0,13874,Huelva,2018
Santa Bárbara de Casa,2668,434,15559.0,13620,Huelva,2018
Paterna del Campo,2676,438,15528.0,13765,Huelva,2018
Galaroza,2689,446,15461.0,13595,Huelva,2018
Villalba del Alcor,2707,453,15355.0,13622,Huelva,2018
Villablanca,2765,488,14932.0,13275,Huelva,2018
Almonte,2773,492,14862.0,13011,Huelva,2018
Manzanilla,2805,512,14611.0,13227,Huelva,2018
Paymogo,2847,541,14031.0,12499,Huelva,2018
Aroche,2852,543,13931.0,12531,Huelva,2018
Rociana del Condado,2878,557,13424.0,11992,Huelva,2018
Agrupación municipios pequeños,0,0,16287.0,14326,Huelva,2018
La Guardia de Jaén,453,21,27282.0,22260,Jaén,2018
Jaén,566,25,26295.0,21715,Jaén,2018
Linares,1042,59,23081.0,19600,Jaén,2018
Úbeda,1068,64,22953.0,19289,Jaén,2018
Martos,1356,97,21434.0,18178,Jaén,2018
La Carolina,1460,109,20852.0,17929,Jaén,2018
Baeza,1526,115,20544.0,17445,Jaén,2018
Andújar,1669,140,19881.0,17126,Jaén,2018
Mengíbar,1683,143,19812.0,17057,Jaén,2018
Mancha Real,1728,149,19595.0,16841,Jaén,2018
Torredonjimeno,1816,164,19217.0,16617,Jaén,2018
Cazorla,1940,185,18772.0,16233,Jaén,2018
Alcalá la Real,2014,203,18525.0,16081,Jaén,2018
Canena,2061,215,18321.0,15930,Jaén,2018
Orcera,2105,230,18148.0,15861,Jaén,2018
Bailén,2218,266,17716.0,15548,Jaén,2018
Los Villares,2270,280,17488.0,15197,Jaén,2018
Vilches,2272,281,17476.0,15331,Jaén,2018
Fuerte del Rey,2324,301,17201.0,15090,Jaén,2018
Cárcheles,2401,329,16872.0,14937,Jaén,2018
Villanueva de la Reina,2405,330,16859.0,14865,Jaén,2018
Peal de Becerro,2426,334,16740.0,14749,Jaén,2018
Siles,2447,341,16653.0,14660,Jaén,2018
Villacarrillo,2452,344,16622.0,14649,Jaén,2018
Arjona,2454,346,16600.0,14727,Jaén,2018
Guarromán,2463,349,16529.0,14687,Jaén,2018
Alcaudete,2466,350,16515.0,14592,Jaén,2018
Villatorres,2475,355,16487.0,14673,Jaén,2018
Pegalajar,2493,364,16421.0,14633,Jaén,2018
Rus,2501,367,16389.0,14620,Jaén,2018
Marmolejo,2506,369,16370.0,14507,Jaén,2018
Baños de la Encina,2515,374,16340.0,14646,Jaén,2018
Torreperogil,2544,384,16205.0,14439,Jaén,2018
Villanueva del Arzobispo,2577,390,16034.0,14141,Jaén,2018
Jamilena,2589,395,15998.0,14208,Jaén,2018
La Puerta de Segura,2598,402,15960.0,14118,Jaén,2018
Puente de Génave,2601,403,15949.0,14079,Jaén,2018
Segura de la Sierra,2609,406,15909.0,14023,Jaén,2018
Arjonilla,2629,418,15800.0,14089,Jaén,2018
Campillo de Arenas,2633,419,15782.0,14327,Jaén,2018
Huelma,2685,443,15480.0,13867,Jaén,2018
Sabiote,2692,447,15432.0,13846,Jaén,2018
Ibros,2695,449,15428.0,13810,Jaén,2018
Quesada,2703,451,15360.0,13724,Jaén,2018
Lopera,2706,452,15356.0,13879,Jaén,2018
Santiago-Pontones,2716,458,15322.0,13584,Jaén,2018
Beas de Segura,2730,468,15187.0,13543,Jaén,2018
Castillo de Locubín,2744,476,15089.0,13670,Jaén,2018
Torres,2754,481,14988.0,13451,Jaén,2018
Pozo Alcón,2759,485,14959.0,13543,Jaén,2018
Fuensanta de Martos,2766,489,14929.0,13358,Jaén,2018
Porcuna,2783,501,14792.0,13193,Jaén,2018
Valdepeñas de Jaén,2785,502,14737.0,13304,Jaén,2018
La Iruela,2789,503,14725.0,13335,Jaén,2018
Frailes,2791,504,14710.0,13301,Jaén,2018
Jabalquinto,2795,505,14675.0,13324,Jaén,2018
Castellar,2800,509,14661.0,13149,Jaén,2018
Bedmar y Garcíez,2806,513,14588.0,13174,Jaén,2018
Begíjar,2807,514,14581.0,13128,Jaén,2018
Jimena,2808,515,14560.0,13196,Jaén,2018
Santo Tomé,2812,517,14543.0,13120,Jaén,2018
Lahiguera,2813,518,14537.0,13199,Jaén,2018
Torreblascopedro,2825,526,14292.0,13061,Jaén,2018
Albanchez de Mágina,2827,527,14260.0,12894,Jaén,2018
Cabra del Santo Cristo,2836,533,14181.0,12897,Jaén,2018
Arroyo del Ojanco,2838,534,14174.0,12699,Jaén,2018
Jódar,2839,535,14130.0,12695,Jaén,2018
Santisteban del Puerto,2842,536,14095.0,12717,Jaén,2018
Navas de San Juan,2843,537,14079.0,12788,Jaén,2018
Noalejo,2854,544,13893.0,12797,Jaén,2018
Bélmez de la Moraleda,2856,545,13845.0,12767,Jaén,2018
Cambil,2859,547,13811.0,12742,Jaén,2018
Arquillos,2862,549,13744.0,12466,Jaén,2018
Sorihuela del Guadalimar,2865,551,13666.0,12536,Jaén,2018
Chilluévar,2884,560,13218.0,11993,Jaén,2018
Montizón,2885,561,13217.0,12183,Jaén,2018
Huesa,2887,562,13138.0,12074,Jaén,2018
Agrupación municipios pequeños,0,0,14152.0,12873,Jaén,2018
Benahavís,150,4,31557.0,25222,Málaga,2018
Rincón de la Victoria,256,13,29297.0,23956,Málaga,2018
Marbella,531,23,26541.0,21818,Málaga,2018
Málaga,536,24,26509.0,21968,Málaga,2018
Alhaurín de la Torre,576,27,26215.0,21743,Málaga,2018
Benalmádena,671,32,25496.0,21063,Málaga,2018
Torremolinos,780,42,24876.0,20682,Málaga,2018
Fuengirola,923,52,23844.0,19973,Málaga,2018
Estepona,968,54,23541.0,19722,Málaga,2018
Antequera,1049,61,23033.0,19353,Málaga,2018
Ronda,1084,66,22845.0,19169,Málaga,2018
Mijas,1155,70,22423.0,18853,Málaga,2018
Manilva,1197,75,22183.0,18880,Málaga,2018
Casares,1276,83,21860.0,18650,Málaga,2018
Vélez-Málaga,1316,89,21608.0,18358,Málaga,2018
Ojén,1318,91,21584.0,18130,Málaga,2018
Istán,1420,105,21094.0,17955,Málaga,2018
Nerja,1499,113,20692.0,17747,Málaga,2018
Cártama,1567,120,20377.0,17511,Málaga,2018
Campillos,1624,131,20104.0,17276,Málaga,2018
Coín,1627,133,20094.0,17172,Málaga,2018
Frigiliana,1675,141,19844.0,17106,Málaga,2018
Alhaurín el Grande,1751,151,19499.0,16831,Málaga,2018
Pizarra,1850,174,19099.0,16544,Málaga,2018
Casabermeja,1864,175,19040.0,16512,Málaga,2018
Almargen,1950,186,18749.0,16229,Málaga,2018
Torrox,2011,202,18532.0,15984,Málaga,2018
Arriate,2016,204,18514.0,16174,Málaga,2018
Archidona,2023,205,18478.0,15940,Málaga,2018
Monda,2072,219,18257.0,15828,Málaga,2018
Cómpeta,2102,229,18149.0,15815,Málaga,2018
Casarabonela,2113,231,18118.0,15823,Málaga,2018
Algarrobo,2121,233,18080.0,15746,Málaga,2018
Fuente de Piedra,2158,245,17953.0,15524,Málaga,2018
Álora,2232,270,17641.0,15465,Málaga,2018
Mollina,2295,288,17349.0,15205,Málaga,2018
Benaoján,2300,290,17329.0,15106,Málaga,2018
Viñuela,2332,303,17162.0,15351,Málaga,2018
Ardales,2346,312,17104.0,14996,Málaga,2018
Moclinejo,2389,322,16921.0,14972,Málaga,2018
Guaro,2391,323,16899.0,15136,Málaga,2018
Cortes de la Frontera,2392,324,16897.0,14864,Málaga,2018
Cañete la Real,2393,325,16895.0,14953,Málaga,2018
Gaucín,2396,327,16890.0,14714,Málaga,2018
Humilladero,2416,332,16789.0,14782,Málaga,2018
Alameda,2449,342,16647.0,14678,Málaga,2018
Villanueva del Rosario,2458,347,16575.0,14615,Málaga,2018
Colmenar,2480,357,16477.0,14626,Málaga,2018
Almogía,2503,368,16388.0,14545,Málaga,2018
Sierra de Yeguas,2512,372,16355.0,14539,Málaga,2018
Alozaina,2520,376,16311.0,14595,Málaga,2018
Alcaucín,2563,386,16105.0,14418,Málaga,2018
Teba,2592,397,15984.0,14300,Málaga,2018
Tolox,2594,399,15981.0,14353,Málaga,2018
Benamocarra,2596,400,15974.0,14102,Málaga,2018
Cuevas del Becerro,2605,404,15932.0,14272,Málaga,2018
Villanueva del Trabuco,2621,412,15841.0,14009,Málaga,2018
Riogordo,2657,427,15667.0,14069,Málaga,2018
Cuevas Bajas,2674,437,15537.0,13933,Málaga,2018
Sayalonga,2682,440,15489.0,13781,Málaga,2018
Periana,2717,459,15313.0,13647,Málaga,2018
Yunquera,2720,461,15297.0,13816,Málaga,2018
Alfarnate,2725,463,15244.0,13651,Málaga,2018
Comares,2727,465,15237.0,13730,Málaga,2018
Villanueva de Tapia,2732,470,15182.0,13544,Málaga,2018
El Burgo,2746,477,15069.0,13680,Málaga,2018
Valle de Abdalajís,2757,484,14968.0,13525,Málaga,2018
Villanueva de Algaidas,2770,490,14889.0,13292,Málaga,2018
Cuevas de San Marcos,2776,495,14849.0,13250,Málaga,2018
Arenas,2777,496,14848.0,13536,Málaga,2018
Benamargosa,2810,516,14549.0,13103,Málaga,2018
Canillas de Aceituno,2816,520,14464.0,12879,Málaga,2018
Almáchar,2888,563,13106.0,12041,Málaga,2018
Agrupación municipios pequeños,0,0,15376.0,13745,Málaga,2018
Tomares,86,1,34187.0,27131,Sevilla,2018
Espartinas,101,2,33322.0,26513,Sevilla,2018
Valencina de la Concepción,147,3,31601.0,25383,Sevilla,2018
Bormujos,193,5,30511.0,24388,Sevilla,2018
Castilleja de Guzmán,200,6,30309.0,24363,Sevilla,2018
Mairena del Aljarafe,201,7,30304.0,24404,Sevilla,2018
Gelves,215,8,30092.0,23972,Sevilla,2018
Sevilla,218,9,30026.0,24339,Sevilla,2018
Gines,234,10,29699.0,24030,Sevilla,2018
Palomares del Río,319,17,28600.0,23368,Sevilla,2018
Dos Hermanas,694,34,25379.0,21024,Sevilla,2018
Salteras,729,36,25168.0,20824,Sevilla,2018
Alcalá de Guadaíra,773,39,24925.0,20555,Sevilla,2018
Bollullos de la Mitación,802,44,24729.0,20549,Sevilla,2018
Castilleja de la Cuesta,952,53,23619.0,19720,Sevilla,2018
Camas,1025,57,23179.0,19377,Sevilla,2018
Almensilla,1046,60,23048.0,19390,Sevilla,2018
San Juan de Aznalfarache,1051,62,23028.0,19385,Sevilla,2018
Guillena,1124,68,22578.0,18938,Sevilla,2018
Gerena,1231,79,22066.0,18557,Sevilla,2018
Sanlúcar la Mayor,1233,81,22062.0,18645,Sevilla,2018
Mairena del Alcor,1278,84,21829.0,18440,Sevilla,2018
Santiponce,1302,85,21659.0,18389,Sevilla,2018
La Algaba,1310,87,21636.0,18469,Sevilla,2018
Umbrete,1331,93,21535.0,18280,Sevilla,2018
La Rinconada,1358,98,21409.0,18169,Sevilla,2018
Utrera,1374,99,21338.0,18104,Sevilla,2018
Carmona,1433,106,21013.0,17758,Sevilla,2018
Alcalá del Río,1453,108,20883.0,17838,Sevilla,2018
Villanueva del Ariscal,1496,112,20701.0,17587,Sevilla,2018
Huévar del Aljarafe,1505,114,20656.0,17644,Sevilla,2018
Coria del Río,1529,116,20535.0,17528,Sevilla,2018
La Puebla del Río,1559,118,20405.0,17433,Sevilla,2018
Benacazón,1628,134,20090.0,17293,Sevilla,2018
Écija,1637,136,20041.0,17096,Sevilla,2018
Osuna,1679,142,19833.0,16990,Sevilla,2018
Morón de la Frontera,1707,145,19715.0,16882,Sevilla,2018
Marchena,1711,146,19697.0,16904,Sevilla,2018
Aznalcóllar,1766,154,19444.0,16920,Sevilla,2018
Olivares,1769,155,19437.0,16683,Sevilla,2018
Burguillos,1775,158,19419.0,16821,Sevilla,2018
Carrión de los Céspedes,1802,161,19321.0,16565,Sevilla,2018
Aznalcázar,1826,166,19197.0,16502,Sevilla,2018
El Viso del Alcor,1833,169,19173.0,16516,Sevilla,2018
El Ronquillo,1891,178,18976.0,16321,Sevilla,2018
Brenes,1908,180,18926.0,16349,Sevilla,2018
Lebrija,1914,182,18897.0,16251,Sevilla,2018
Los Palacios y Villafranca,1920,184,18888.0,16335,Sevilla,2018
Villanueva del Río y Minas,1953,188,18743.0,16351,Sevilla,2018
Estepa,1978,193,18630.0,16013,Sevilla,2018
Cazalla de la Sierra,2067,216,18287.0,15795,Sevilla,2018
Cantillana,2068,217,18278.0,15805,Sevilla,2018
Albaida del Aljarafe,2087,224,18198.0,15831,Sevilla,2018
Los Molares,2089,225,18194.0,15849,Sevilla,2018
Arahal,2116,232,18098.0,15788,Sevilla,2018
Lora del Río,2125,235,18058.0,15724,Sevilla,2018
Constantina,2131,237,18031.0,15594,Sevilla,2018
Tocina,2163,247,17908.0,15646,Sevilla,2018
La Luisiana,2172,250,17886.0,15552,Sevilla,2018
Herrera,2179,252,17858.0,15438,Sevilla,2018
Gilena,2206,262,17768.0,15388,Sevilla,2018
Pedrera,2229,269,17659.0,15482,Sevilla,2018
La Roda de Andalucía,2254,277,17557.0,15308,Sevilla,2018
La Puebla de Cazalla,2266,279,17508.0,15401,Sevilla,2018
Pilas,2283,285,17432.0,15129,Sevilla,2018
El Coronil,2318,297,17222.0,15066,Sevilla,2018
El Pedroso,2334,304,17148.0,15009,Sevilla,2018
Paradas,2340,308,17119.0,15009,Sevilla,2018
Castilblanco de los Arroyos,2341,309,17118.0,14991,Sevilla,2018
Isla Mayor,2345,311,17106.0,14775,Sevilla,2018
Peñaflor,2351,315,17080.0,14852,Sevilla,2018
Villaverde del Río,2370,318,17011.0,14933,Sevilla,2018
El Castillo de las Guardas,2429,336,16724.0,14704,Sevilla,2018
Aguadulce,2442,339,16673.0,14702,Sevilla,2018
Cañada Rosal,2453,345,16614.0,14460,Sevilla,2018
Almadén de la Plata,2468,352,16511.0,14628,Sevilla,2018
Las Cabezas de San Juan,2474,354,16488.0,14603,Sevilla,2018
El Real de la Jara,2509,371,16365.0,14314,Sevilla,2018
Guadalcanal,2525,379,16274.0,14426,Sevilla,2018
Alcolea del Río,2550,385,16179.0,14365,Sevilla,2018
El Saucejo,2567,387,16089.0,14305,Sevilla,2018
El Cuervo de Sevilla,2597,401,15971.0,14152,Sevilla,2018
Fuentes de Andalucía,2616,410,15862.0,13989,Sevilla,2018
Casariche,2642,423,15740.0,13935,Sevilla,2018
El Rubio,2648,424,15715.0,13752,Sevilla,2018
Alanís,2659,429,15658.0,13789,Sevilla,2018
Coripe,2666,433,15577.0,13947,Sevilla,2018
La Puebla de los Infantes,2688,445,15465.0,13674,Sevilla,2018
La Campana,2696,450,15411.0,13641,Sevilla,2018
Villamanrique de la Condesa,2722,462,15290.0,13554,Sevilla,2018
Las Navas de la Concepción,2737,473,15140.0,13388,Sevilla,2018
Lantejuela,2755,482,14985.0,13349,Sevilla,2018
Algámitas,2780,498,14809.0,13362,Sevilla,2018
Montellano,2781,499,14797.0,13128,Sevilla,2018
Martín de la Jara,2782,500,14794.0,13322,Sevilla,2018
Pruna,2802,510,14644.0,13307,Sevilla,2018
Badolatosa,2817,521,14459.0,13079,Sevilla,2018
Los Corrales,2818,522,14444.0,12969,Sevilla,2018
Villanueva de San Juan,2834,531,14193.0,12908,Sevilla,2018
Marinaleda,2863,550,13739.0,12438,Sevilla,2018
Agrupación municipios pequeños,0,0,17188.0,15010,Sevilla,2018
