Municipios;Sexo;Periodo;Total
04026 Benitagla;Total;1999;86
04026 Benitagla;Total;1998;86
04027 Benizalón;Total;2019;254
04027 Benizalón;Total;2018;248
04027 Benizalón;Total;2017;263
04027 Benizalón;Total;2016;280
04027 Benizalón;Total;2015;283
04027 Benizalón;Total;2014;284
04027 Benizalón;Total;2013;281
04027 Benizalón;Total;2012;288
04027 Benizalón;Total;2011;299
04027 Benizalón;Total;2010;286
04027 Benizalón;Total;2009;286
04027 Benizalón;Total;2008;293
04027 Benizalón;Total;2007;293
04027 Benizalón;Total;2006;295
04027 Benizalón;Total;2005;308
04027 Benizalón;Total;2004;302
04027 Benizalón;Total;2003;305
04027 Benizalón;Total;2002;309
04027 Benizalón;Total;2001;291
04027 Benizalón;Total;2000;304
04027 Benizalón;Total;1999;324
04027 Benizalón;Total;1998;324
04028 Bentarique;Total;2019;238
04028 Bentarique;Total;2018;243
04028 Bentarique;Total;2017;238
04028 Bentarique;Total;2016;252
04028 Bentarique;Total;2015;258
04028 Bentarique;Total;2014;255
04028 Bentarique;Total;2013;260
04028 Bentarique;Total;2012;278
04028 Bentarique;Total;2011;277
04028 Bentarique;Total;2010;280
04028 Bentarique;Total;2009;272
04028 Bentarique;Total;2008;277
04028 Bentarique;Total;2007;284
04028 Bentarique;Total;2006;284
04028 Bentarique;Total;2005;275
04028 Bentarique;Total;2004;278
04028 Bentarique;Total;2003;281
04028 Bentarique;Total;2002;298
04028 Bentarique;Total;2001;308
04028 Bentarique;Total;2000;317
04028 Bentarique;Total;1999;321
04028 Bentarique;Total;1998;319
04029 Berja;Total;2019;12415
04029 Berja;Total;2018;12381
04029 Berja;Total;2017;12331
04029 Berja;Total;2016;12380
04029 Berja;Total;2015;15174
04029 Berja;Total;2014;15323
04029 Berja;Total;2013;15521
04029 Berja;Total;2012;15504
04029 Berja;Total;2011;15388
04029 Berja;Total;2010;15325
04029 Berja;Total;2009;15035
04029 Berja;Total;2008;15001
04029 Berja;Total;2007;14508
04029 Berja;Total;2006;14450
04029 Berja;Total;2005;14249
04029 Berja;Total;2004;13924
04029 Berja;Total;2003;13670
04029 Berja;Total;2002;13405
04029 Berja;Total;2001;13331
04029 Berja;Total;2000;13279
04029 Berja;Total;1999;13317
04029 Berja;Total;1998;13197
04030 Canjáyar;Total;2019;1214
04030 Canjáyar;Total;2018;1202
04030 Canjáyar;Total;2017;1223
04030 Canjáyar;Total;2016;1279
04030 Canjáyar;Total;2015;1342
04030 Canjáyar;Total;2014;1365
04030 Canjáyar;Total;2013;1405
04030 Canjáyar;Total;2012;1438
04030 Canjáyar;Total;2011;1451
04030 Canjáyar;Total;2010;1490
04030 Canjáyar;Total;2009;1506
04030 Canjáyar;Total;2008;1529
04030 Canjáyar;Total;2007;1544
04030 Canjáyar;Total;2006;1561
04030 Canjáyar;Total;2005;1573
04030 Canjáyar;Total;2004;1575
04030 Canjáyar;Total;2003;1582
04030 Canjáyar;Total;2002;1618
04030 Canjáyar;Total;2001;1656
04030 Canjáyar;Total;2000;1667
04030 Canjáyar;Total;1999;1694
04030 Canjáyar;Total;1998;1728
04031 Cantoria;Total;2019;3204
04031 Cantoria;Total;2018;3228
04031 Cantoria;Total;2017;3251
04031 Cantoria;Total;2016;3371
04031 Cantoria;Total;2015;3580
04031 Cantoria;Total;2014;3617
04031 Cantoria;Total;2013;3926
04031 Cantoria;Total;2012;3956
04031 Cantoria;Total;2011;4039
04031 Cantoria;Total;2010;4001
04031 Cantoria;Total;2009;4016
04031 Cantoria;Total;2008;4025
04031 Cantoria;Total;2007;3838
04031 Cantoria;Total;2006;3703
04031 Cantoria;Total;2005;3565
04031 Cantoria;Total;2004;3382
04031 Cantoria;Total;2003;3230
04031 Cantoria;Total;2002;3223
04031 Cantoria;Total;2001;3147
04031 Cantoria;Total;2000;3147
04031 Cantoria;Total;1999;3206
04031 Cantoria;Total;1998;3206
04032 Carboneras;Total;2019;8004
04032 Carboneras;Total;2018;7757
04032 Carboneras;Total;2017;7837
04032 Carboneras;Total;2016;7818
04032 Carboneras;Total;2015;7838
04032 Carboneras;Total;2014;7852
04032 Carboneras;Total;2013;8035
04032 Carboneras;Total;2012;8081
04032 Carboneras;Total;2011;8189
04032 Carboneras;Total;2010;8123
04032 Carboneras;Total;2009;7964
04032 Carboneras;Total;2008;7787
04032 Carboneras;Total;2007;7570
04032 Carboneras;Total;2006;7508
04032 Carboneras;Total;2005;7267
04032 Carboneras;Total;2004;7100
04032 Carboneras;Total;2003;6996
04032 Carboneras;Total;2002;6777
04032 Carboneras;Total;2001;6660
04032 Carboneras;Total;2000;6530
04032 Carboneras;Total;1999;6360
04032 Carboneras;Total;1998;6312
04033 Castro de Filabres;Total;2019;123
04033 Castro de Filabres;Total;2018;121
04033 Castro de Filabres;Total;2017;130
04033 Castro de Filabres;Total;2016;139
04033 Castro de Filabres;Total;2015;147
04033 Castro de Filabres;Total;2014;134
04033 Castro de Filabres;Total;2013;148
04033 Castro de Filabres;Total;2012;157
