Municipios;Sexo;Periodo;Total
21021 Cartaya;Total;2013;19323
21021 Cartaya;Total;2012;19185
21021 Cartaya;Total;2011;19044
21021 Cartaya;Total;2010;18415
21021 Cartaya;Total;2009;17905
21021 Cartaya;Total;2008;17424
21021 Cartaya;Total;2007;16589
21021 Cartaya;Total;2006;16042
21021 Cartaya;Total;2005;15480
21021 Cartaya;Total;2004;14767
21021 Cartaya;Total;2003;14106
21021 Cartaya;Total;2002;13678
21021 Cartaya;Total;2001;12970
21021 Cartaya;Total;2000;12584
21021 Cartaya;Total;1999;12094
21021 Cartaya;Total;1998;11809
21022 Castaño del Robledo;Total;2019;223
21022 Castaño del Robledo;Total;2018;209
21022 Castaño del Robledo;Total;2017;209
21022 Castaño del Robledo;Total;2016;206
21022 Castaño del Robledo;Total;2015;211
21022 Castaño del Robledo;Total;2014;211
21022 Castaño del Robledo;Total;2013;209
21022 Castaño del Robledo;Total;2012;213
21022 Castaño del Robledo;Total;2011;214
21022 Castaño del Robledo;Total;2010;215
21022 Castaño del Robledo;Total;2009;224
21022 Castaño del Robledo;Total;2008;222
21022 Castaño del Robledo;Total;2007;216
21022 Castaño del Robledo;Total;2006;214
21022 Castaño del Robledo;Total;2005;205
21022 Castaño del Robledo;Total;2004;201
21022 Castaño del Robledo;Total;2003;192
21022 Castaño del Robledo;Total;2002;199
21022 Castaño del Robledo;Total;2001;200
21022 Castaño del Robledo;Total;2000;200
21022 Castaño del Robledo;Total;1999;207
21022 Castaño del Robledo;Total;1998;207
21023 El Cerro de Andévalo;Total;2019;2364
21023 El Cerro de Andévalo;Total;2018;2389
21023 El Cerro de Andévalo;Total;2017;2409
21023 El Cerro de Andévalo;Total;2016;2454
21023 El Cerro de Andévalo;Total;2015;2495
21023 El Cerro de Andévalo;Total;2014;2460
21023 El Cerro de Andévalo;Total;2013;2400
21023 El Cerro de Andévalo;Total;2012;2417
21023 El Cerro de Andévalo;Total;2011;2439
21023 El Cerro de Andévalo;Total;2010;2483
21023 El Cerro de Andévalo;Total;2009;2479
21023 El Cerro de Andévalo;Total;2008;2503
21023 El Cerro de Andévalo;Total;2007;2522
21023 El Cerro de Andévalo;Total;2006;2581
21023 El Cerro de Andévalo;Total;2005;2636
21023 El Cerro de Andévalo;Total;2004;2668
21023 El Cerro de Andévalo;Total;2003;2700
21023 El Cerro de Andévalo;Total;2002;2706
21023 El Cerro de Andévalo;Total;2001;2719
21023 El Cerro de Andévalo;Total;2000;2741
21023 El Cerro de Andévalo;Total;1999;2760
21023 El Cerro de Andévalo;Total;1998;2762
21030 Chucena;Total;2019;2222
21030 Chucena;Total;2018;2232
21030 Chucena;Total;2017;2256
21030 Chucena;Total;2016;2142
21030 Chucena;Total;2015;2122
21030 Chucena;Total;2014;2020
