Lugar de condena;Nacionalidad;Periodo;Total
26 Rioja, La;País de la UE28 sin España;2013;203
26 Rioja, La;País de Europa menos UE;2019;38
26 Rioja, La;País de Europa menos UE;2018;40
26 Rioja, La;País de Europa menos UE;2017;35
26 Rioja, La;País de Europa menos UE;2016;34
26 Rioja, La;País de Europa menos UE;2015;16
26 Rioja, La;País de Europa menos UE;2014;16
26 Rioja, La;País de Europa menos UE;2013;10
26 Rioja, La;De Africa;2019;190
26 Rioja, La;De Africa;2018;180
26 Rioja, La;De Africa;2017;139
26 Rioja, La;De Africa;2016;155
26 Rioja, La;De Africa;2015;110
26 Rioja, La;De Africa;2014;120
26 Rioja, La;De Africa;2013;156
26 Rioja, La;De América;2019;184
26 Rioja, La;De América;2018;194
26 Rioja, La;De América;2017;155
26 Rioja, La;De América;2016;207
26 Rioja, La;De América;2015;173
26 Rioja, La;De América;2014;166
26 Rioja, La;De América;2013;144
26 Rioja, La;De Asia;2019;28
26 Rioja, La;De Asia;2018;26
26 Rioja, La;De Asia;2017;33
26 Rioja, La;De Asia;2016;50
26 Rioja, La;De Asia;2015;27
26 Rioja, La;De Asia;2014;18
26 Rioja, La;De Asia;2013;17
26 Rioja, La;De Oceanía;2019;0
26 Rioja, La;De Oceanía;2018;0
26 Rioja, La;De Oceanía;2017;0
26 Rioja, La;De Oceanía;2016;0
26 Rioja, La;De Oceanía;2015;0
26 Rioja, La;De Oceanía;2014;0
26 Rioja, La;De Oceanía;2013;6
37 Salamanca;Total;2019;2.282
37 Salamanca;Total;2018;2.272
37 Salamanca;Total;2017;2.021
37 Salamanca;Total;2016;1.891
37 Salamanca;Total;2015;1.422
37 Salamanca;Total;2014;1.326
37 Salamanca;Total;2013;1.370
37 Salamanca;Española;2019;2.031
37 Salamanca;Española;2018;2.024
37 Salamanca;Española;2017;1.749
37 Salamanca;Española;2016;1.637
37 Salamanca;Española;2015;1.225
37 Salamanca;Española;2014;1.143
37 Salamanca;Española;2013;1.149
37 Salamanca;País de la UE28 sin España;2019;116
37 Salamanca;País de la UE28 sin España;2018;118
37 Salamanca;País de la UE28 sin España;2017;130
37 Salamanca;País de la UE28 sin España;2016;121
37 Salamanca;País de la UE28 sin España;2015;94
37 Salamanca;País de la UE28 sin España;2014;85
37 Salamanca;País de la UE28 sin España;2013;88
37 Salamanca;País de Europa menos UE;2019;3
37 Salamanca;País de Europa menos UE;2018;20
37 Salamanca;País de Europa menos UE;2017;8
37 Salamanca;País de Europa menos UE;2016;5
37 Salamanca;País de Europa menos UE;2015;3
37 Salamanca;País de Europa menos UE;2014;6
37 Salamanca;País de Europa menos UE;2013;6
37 Salamanca;De Africa;2019;54
37 Salamanca;De Africa;2018;56
37 Salamanca;De Africa;2017;48
37 Salamanca;De Africa;2016;47
37 Salamanca;De Africa;2015;45
37 Salamanca;De Africa;2014;45
37 Salamanca;De Africa;2013;43
37 Salamanca;De América;2019;71
37 Salamanca;De América;2018;50
37 Salamanca;De América;2017;84
37 Salamanca;De América;2016;78
37 Salamanca;De América;2015;54
37 Salamanca;De América;2014;45
37 Salamanca;De América;2013;82
37 Salamanca;De Asia;2019;7
37 Salamanca;De Asia;2018;4
37 Salamanca;De Asia;2017;2
37 Salamanca;De Asia;2016;3
37 Salamanca;De Asia;2015;1
37 Salamanca;De Asia;2014;2
37 Salamanca;De Asia;2013;2
37 Salamanca;De Oceanía;2019;0
37 Salamanca;De Oceanía;2018;0
37 Salamanca;De Oceanía;2017;0
37 Salamanca;De Oceanía;2016;0
37 Salamanca;De Oceanía;2015;0
37 Salamanca;De Oceanía;2014;0
37 Salamanca;De Oceanía;2013;0
38 Santa Cruz de Tenerife;Total;2019;10.081
38 Santa Cruz de Tenerife;Total;2018;9.852
38 Santa Cruz de Tenerife;Total;2017;10.277
38 Santa Cruz de Tenerife;Total;2016;10.569
38 Santa Cruz de Tenerife;Total;2015;8.592
38 Santa Cruz de Tenerife;Total;2014;8.076
38 Santa Cruz de Tenerife;Total;2013;6.903
38 Santa Cruz de Tenerife;Española;2019;8.214
38 Santa Cruz de Tenerife;Española;2018;8.095
38 Santa Cruz de Tenerife;Española;2017;8.622
38 Santa Cruz de Tenerife;Española;2016;9.064
38 Santa Cruz de Tenerife;Española;2015;7.363
38 Santa Cruz de Tenerife;Española;2014;6.818
38 Santa Cruz de Tenerife;Española;2013;5.772
38 Santa Cruz de Tenerife;País de la UE28 sin España;2019;932
38 Santa Cruz de Tenerife;País de la UE28 sin España;2018;860
38 Santa Cruz de Tenerife;País de la UE28 sin España;2017;811
38 Santa Cruz de Tenerife;País de la UE28 sin España;2016;721
38 Santa Cruz de Tenerife;País de la UE28 sin España;2015;543
38 Santa Cruz de Tenerife;País de la UE28 sin España;2014;435
38 Santa Cruz de Tenerife;País de la UE28 sin España;2013;401
38 Santa Cruz de Tenerife;País de Europa menos UE;2019;84
38 Santa Cruz de Tenerife;País de Europa menos UE;2018;73
38 Santa Cruz de Tenerife;País de Europa menos UE;2017;62
38 Santa Cruz de Tenerife;País de Europa menos UE;2016;59
38 Santa Cruz de Tenerife;País de Europa menos UE;2015;46
38 Santa Cruz de Tenerife;País de Europa menos UE;2014;54
38 Santa Cruz de Tenerife;País de Europa menos UE;2013;39
38 Santa Cruz de Tenerife;De Africa;2019;257
38 Santa Cruz de Tenerife;De Africa;2018;246
38 Santa Cruz de Tenerife;De Africa;2017;264
38 Santa Cruz de Tenerife;De Africa;2016;218
38 Santa Cruz de Tenerife;De Africa;2015;176
38 Santa Cruz de Tenerife;De Africa;2014;226
38 Santa Cruz de Tenerife;De Africa;2013;200
38 Santa Cruz de Tenerife;De América;2019;548
38 Santa Cruz de Tenerife;De América;2018;545
38 Santa Cruz de Tenerife;De América;2017;481
38 Santa Cruz de Tenerife;De América;2016;465
38 Santa Cruz de Tenerife;De América;2015;439
38 Santa Cruz de Tenerife;De América;2014;511
38 Santa Cruz de Tenerife;De América;2013;466
38 Santa Cruz de Tenerife;De Asia;2019;42
38 Santa Cruz de Tenerife;De Asia;2018;31
38 Santa Cruz de Tenerife;De Asia;2017;35
38 Santa Cruz de Tenerife;De Asia;2016;41
38 Santa Cruz de Tenerife;De Asia;2015;24
38 Santa Cruz de Tenerife;De Asia;2014;30
38 Santa Cruz de Tenerife;De Asia;2013;20
38 Santa Cruz de Tenerife;De Oceanía;2019;4
38 Santa Cruz de Tenerife;De Oceanía;2018;2
38 Santa Cruz de Tenerife;De Oceanía;2017;2
38 Santa Cruz de Tenerife;De Oceanía;2016;1
38 Santa Cruz de Tenerife;De Oceanía;2015;1
38 Santa Cruz de Tenerife;De Oceanía;2014;2
38 Santa Cruz de Tenerife;De Oceanía;2013;5
40 Segovia;Total;2019;1.015
40 Segovia;Total;2018;943
40 Segovia;Total;2017;893
40 Segovia;Total;2016;671
40 Segovia;Total;2015;619
40 Segovia;Total;2014;642
40 Segovia;Total;2013;838
40 Segovia;Española;2019;760
40 Segovia;Española;2018;695
40 Segovia;Española;2017;678
40 Segovia;Española;2016;498
40 Segovia;Española;2015;442
40 Segovia;Española;2014;478
40 Segovia;Española;2013;631
40 Segovia;País de la UE28 sin España;2019;143
40 Segovia;País de la UE28 sin España;2018;125
40 Segovia;País de la UE28 sin España;2017;116
40 Segovia;País de la UE28 sin España;2016;79
40 Segovia;País de la UE28 sin España;2015;63
40 Segovia;País de la UE28 sin España;2014;88
40 Segovia;País de la UE28 sin España;2013;93
40 Segovia;País de Europa menos UE;2019;3
40 Segovia;País de Europa menos UE;2018;2
40 Segovia;País de Europa menos UE;2017;6
40 Segovia;País de Europa menos UE;2016;6
40 Segovia;País de Europa menos UE;2015;4
40 Segovia;País de Europa menos UE;2014;1
40 Segovia;País de Europa menos UE;2013;2
40 Segovia;De Africa;2019;49
40 Segovia;De Africa;2018;31
40 Segovia;De Africa;2017;32
40 Segovia;De Africa;2016;26
40 Segovia;De Africa;2015;44
40 Segovia;De Africa;2014;17
40 Segovia;De Africa;2013;32
40 Segovia;De América;2019;57
40 Segovia;De América;2018;88
40 Segovia;De América;2017;60
40 Segovia;De América;2016;61
40 Segovia;De América;2015;65
40 Segovia;De América;2014;58
40 Segovia;De América;2013;79
40 Segovia;De Asia;2019;3
40 Segovia;De Asia;2018;2
40 Segovia;De Asia;2017;1
40 Segovia;De Asia;2016;1
40 Segovia;De Asia;2015;1
40 Segovia;De Asia;2014;0
40 Segovia;De Asia;2013;1
40 Segovia;De Oceanía;2019;0
40 Segovia;De Oceanía;2018;0
40 Segovia;De Oceanía;2017;0
40 Segovia;De Oceanía;2016;0
40 Segovia;De Oceanía;2015;0
40 Segovia;De Oceanía;2014;0
40 Segovia;De Oceanía;2013;0
41 Sevilla;Total;2019;18.433
41 Sevilla;Total;2018;18.113
41 Sevilla;Total;2017;17.347
41 Sevilla;Total;2016;15.637
41 Sevilla;Total;2015;12.176
41 Sevilla;Total;2014;11.430
41 Sevilla;Total;2013;11.585
41 Sevilla;Española;2019;17.002
41 Sevilla;Española;2018;16.731
41 Sevilla;Española;2017;16.084
41 Sevilla;Española;2016;14.481
41 Sevilla;Española;2015;11.177
41 Sevilla;Española;2014;10.417
41 Sevilla;Española;2013;10.455
41 Sevilla;País de la UE28 sin España;2019;531
41 Sevilla;País de la UE28 sin España;2018;451
41 Sevilla;País de la UE28 sin España;2017;495
41 Sevilla;País de la UE28 sin España;2016;424
41 Sevilla;País de la UE28 sin España;2015;335
41 Sevilla;País de la UE28 sin España;2014;302
41 Sevilla;País de la UE28 sin España;2013;345
41 Sevilla;País de Europa menos UE;2019;65
41 Sevilla;País de Europa menos UE;2018;52
41 Sevilla;País de Europa menos UE;2017;54
41 Sevilla;País de Europa menos UE;2016;45
41 Sevilla;País de Europa menos UE;2015;94
41 Sevilla;País de Europa menos UE;2014;40
41 Sevilla;País de Europa menos UE;2013;31
41 Sevilla;De Africa;2019;358
41 Sevilla;De Africa;2018;387
41 Sevilla;De Africa;2017;315
41 Sevilla;De Africa;2016;293
41 Sevilla;De Africa;2015;240
41 Sevilla;De Africa;2014;292
41 Sevilla;De Africa;2013;261
41 Sevilla;De América;2019;393
41 Sevilla;De América;2018;438
41 Sevilla;De América;2017;361
41 Sevilla;De América;2016;360
41 Sevilla;De América;2015;305
41 Sevilla;De América;2014;345
41 Sevilla;De América;2013;430
41 Sevilla;De Asia;2019;84
41 Sevilla;De Asia;2018;54
41 Sevilla;De Asia;2017;38
41 Sevilla;De Asia;2016;34
41 Sevilla;De Asia;2015;25
41 Sevilla;De Asia;2014;33
41 Sevilla;De Asia;2013;58
41 Sevilla;De Oceanía;2019;0
41 Sevilla;De Oceanía;2018;0
41 Sevilla;De Oceanía;2017;0
41 Sevilla;De Oceanía;2016;0
41 Sevilla;De Oceanía;2015;0
41 Sevilla;De Oceanía;2014;1
41 Sevilla;De Oceanía;2013;5
42 Soria;Total;2019;592
42 Soria;Total;2018;459
42 Soria;Total;2017;407
42 Soria;Total;2016;407
42 Soria;Total;2015;377
42 Soria;Total;2014;430
42 Soria;Total;2013;532
42 Soria;Española;2019;430
42 Soria;Española;2018;336
42 Soria;Española;2017;320
42 Soria;Española;2016;289
42 Soria;Española;2015;284
42 Soria;Española;2014;298
42 Soria;Española;2013;369
42 Soria;País de la UE28 sin España;2019;54
42 Soria;País de la UE28 sin España;2018;49
42 Soria;País de la UE28 sin España;2017;41
42 Soria;País de la UE28 sin España;2016;57
42 Soria;País de la UE28 sin España;2015;42
42 Soria;País de la UE28 sin España;2014;49
42 Soria;País de la UE28 sin España;2013;77
42 Soria;País de Europa menos UE;2019;10
42 Soria;País de Europa menos UE;2018;6
42 Soria;País de Europa menos UE;2017;3
42 Soria;País de Europa menos UE;2016;2
42 Soria;País de Europa menos UE;2015;5
42 Soria;País de Europa menos UE;2014;3
42 Soria;País de Europa menos UE;2013;4
42 Soria;De Africa;2019;35
42 Soria;De Africa;2018;18
42 Soria;De Africa;2017;17
42 Soria;De Africa;2016;22
42 Soria;De Africa;2015;10
42 Soria;De Africa;2014;30
42 Soria;De Africa;2013;18
42 Soria;De América;2019;61
42 Soria;De América;2018;48
42 Soria;De América;2017;26
42 Soria;De América;2016;37
42 Soria;De América;2015;32
42 Soria;De América;2014;50
42 Soria;De América;2013;61
42 Soria;De Asia;2019;2
42 Soria;De Asia;2018;2
42 Soria;De Asia;2017;0
42 Soria;De Asia;2016;0
42 Soria;De Asia;2015;4
42 Soria;De Asia;2014;0
42 Soria;De Asia;2013;1
42 Soria;De Oceanía;2019;0
42 Soria;De Oceanía;2018;0
42 Soria;De Oceanía;2017;0
42 Soria;De Oceanía;2016;0
42 Soria;De Oceanía;2015;0
42 Soria;De Oceanía;2014;0
42 Soria;De Oceanía;2013;2
43 Tarragona;Total;2019;7.790
43 Tarragona;Total;2018;7.840
43 Tarragona;Total;2017;7.417
43 Tarragona;Total;2016;7.477
43 Tarragona;Total;2015;5.885
43 Tarragona;Total;2014;5.750
43 Tarragona;Total;2013;5.631
43 Tarragona;Española;2019;5.492
43 Tarragona;Española;2018;5.612
43 Tarragona;Española;2017;5.460
43 Tarragona;Española;2016;5.514
43 Tarragona;Española;2015;4.356
43 Tarragona;Española;2014;4.340
43 Tarragona;Española;2013;4.110
43 Tarragona;País de la UE28 sin España;2019;564
43 Tarragona;País de la UE28 sin España;2018;612
43 Tarragona;País de la UE28 sin España;2017;589
43 Tarragona;País de la UE28 sin España;2016;615
43 Tarragona;País de la UE28 sin España;2015;504
43 Tarragona;País de la UE28 sin España;2014;446
43 Tarragona;País de la UE28 sin España;2013;490
43 Tarragona;País de Europa menos UE;2019;169
43 Tarragona;País de Europa menos UE;2018;138
43 Tarragona;País de Europa menos UE;2017;120
43 Tarragona;País de Europa menos UE;2016;110
43 Tarragona;País de Europa menos UE;2015;95
43 Tarragona;País de Europa menos UE;2014;74
43 Tarragona;País de Europa menos UE;2013;73
43 Tarragona;De Africa;2019;953
43 Tarragona;De Africa;2018;903
43 Tarragona;De Africa;2017;736
43 Tarragona;De Africa;2016;722
43 Tarragona;De Africa;2015;510
43 Tarragona;De Africa;2014;513
43 Tarragona;De Africa;2013;460
43 Tarragona;De América;2019;505
43 Tarragona;De América;2018;507
43 Tarragona;De América;2017;437
43 Tarragona;De América;2016;452
43 Tarragona;De América;2015;369
43 Tarragona;De América;2014;342
43 Tarragona;De América;2013;452
43 Tarragona;De Asia;2019;107
43 Tarragona;De Asia;2018;68
43 Tarragona;De Asia;2017;70
43 Tarragona;De Asia;2016;63
43 Tarragona;De Asia;2015;51
43 Tarragona;De Asia;2014;35
43 Tarragona;De Asia;2013;40
43 Tarragona;De Oceanía;2019;0
43 Tarragona;De Oceanía;2018;0
43 Tarragona;De Oceanía;2017;5
43 Tarragona;De Oceanía;2016;1
43 Tarragona;De Oceanía;2015;0
43 Tarragona;De Oceanía;2014;0
43 Tarragona;De Oceanía;2013;6
44 Teruel;Total;2019;736
44 Teruel;Total;2018;623
44 Teruel;Total;2017;675
44 Teruel;Total;2016;717
44 Teruel;Total;2015;584
44 Teruel;Total;2014;573
44 Teruel;Total;2013;542
44 Teruel;Española;2019;567
44 Teruel;Española;2018;485
44 Teruel;Española;2017;511
44 Teruel;Española;2016;533
44 Teruel;Española;2015;438
44 Teruel;Española;2014;412
44 Teruel;Española;2013;415
44 Teruel;País de la UE28 sin España;2019;72
44 Teruel;País de la UE28 sin España;2018;60
44 Teruel;País de la UE28 sin España;2017;75
44 Teruel;País de la UE28 sin España;2016;107
44 Teruel;País de la UE28 sin España;2015;74
44 Teruel;País de la UE28 sin España;2014;78
44 Teruel;País de la UE28 sin España;2013;63
44 Teruel;País de Europa menos UE;2019;4
44 Teruel;País de Europa menos UE;2018;5
44 Teruel;País de Europa menos UE;2017;7
44 Teruel;País de Europa menos UE;2016;2
44 Teruel;País de Europa menos UE;2015;0
44 Teruel;País de Europa menos UE;2014;2
44 Teruel;País de Europa menos UE;2013;4
44 Teruel;De Africa;2019;54
44 Teruel;De Africa;2018;42
44 Teruel;De Africa;2017;42
44 Teruel;De Africa;2016;42
44 Teruel;De Africa;2015;33
44 Teruel;De Africa;2014;36
44 Teruel;De Africa;2013;34
44 Teruel;De América;2019;33
44 Teruel;De América;2018;27
44 Teruel;De América;2017;40
44 Teruel;De América;2016;31
44 Teruel;De América;2015;37
44 Teruel;De América;2014;44
44 Teruel;De América;2013;23
44 Teruel;De Asia;2019;6
44 Teruel;De Asia;2018;4
44 Teruel;De Asia;2017;0
44 Teruel;De Asia;2016;2
44 Teruel;De Asia;2015;2
44 Teruel;De Asia;2014;1
44 Teruel;De Asia;2013;3
44 Teruel;De Oceanía;2019;0
44 Teruel;De Oceanía;2018;0
44 Teruel;De Oceanía;2017;0
44 Teruel;De Oceanía;2016;0
44 Teruel;De Oceanía;2015;0
44 Teruel;De Oceanía;2014;0
44 Teruel;De Oceanía;2013;0
45 Toledo;Total;2019;3.447
45 Toledo;Total;2018;3.103
45 Toledo;Total;2017;3.124
45 Toledo;Total;2016;3.148
45 Toledo;Total;2015;2.832
45 Toledo;Total;2014;2.891
45 Toledo;Total;2013;2.695
45 Toledo;Española;2019;2.815
45 Toledo;Española;2018;2.565
45 Toledo;Española;2017;2.551
45 Toledo;Española;2016;2.579
45 Toledo;Española;2015;2.294
45 Toledo;Española;2014;2.336
45 Toledo;Española;2013;2.148
45 Toledo;País de la UE28 sin España;2019;250
45 Toledo;País de la UE28 sin España;2018;226
45 Toledo;País de la UE28 sin España;2017;236
45 Toledo;País de la UE28 sin España;2016;232
45 Toledo;País de la UE28 sin España;2015;214
45 Toledo;País de la UE28 sin España;2014;271
45 Toledo;País de la UE28 sin España;2013;248
45 Toledo;País de Europa menos UE;2019;16
45 Toledo;País de Europa menos UE;2018;18
45 Toledo;País de Europa menos UE;2017;4
45 Toledo;País de Europa menos UE;2016;6
45 Toledo;País de Europa menos UE;2015;16
45 Toledo;País de Europa menos UE;2014;12
45 Toledo;País de Europa menos UE;2013;5
45 Toledo;De Africa;2019;124
45 Toledo;De Africa;2018;108
45 Toledo;De Africa;2017;128
45 Toledo;De Africa;2016;112
45 Toledo;De Africa;2015;112
45 Toledo;De Africa;2014;90
45 Toledo;De Africa;2013;96
45 Toledo;De América;2019;222
45 Toledo;De América;2018;172
45 Toledo;De América;2017;191
45 Toledo;De América;2016;199
45 Toledo;De América;2015;190
45 Toledo;De América;2014;175
45 Toledo;De América;2013;182
45 Toledo;De Asia;2019;20
45 Toledo;De Asia;2018;14
45 Toledo;De Asia;2017;14
45 Toledo;De Asia;2016;20
45 Toledo;De Asia;2015;6
45 Toledo;De Asia;2014;7
45 Toledo;De Asia;2013;16
45 Toledo;De Oceanía;2019;0
45 Toledo;De Oceanía;2018;0
45 Toledo;De Oceanía;2017;0
45 Toledo;De Oceanía;2016;0
45 Toledo;De Oceanía;2015;0
45 Toledo;De Oceanía;2014;0
45 Toledo;De Oceanía;2013;0
46 Valencia/València;Total;2019;25.424
46 Valencia/València;Total;2018;25.855
46 Valencia/València;Total;2017;24.751
46 Valencia/València;Total;2016;22.917
46 Valencia/València;Total;2015;17.872
46 Valencia/València;Total;2014;16.948
46 Valencia/València;Total;2013;16.634
46 Valencia/València;Española;2019;19.988
46 Valencia/València;Española;2018;20.451
46 Valencia/València;Española;2017;19.839
46 Valencia/València;Española;2016;18.156
46 Valencia/València;Española;2015;13.947
46 Valencia/València;Española;2014;13.231
46 Valencia/València;Española;2013;12.710
46 Valencia/València;País de la UE28 sin España;2019;2.076
46 Valencia/València;País de la UE28 sin España;2018;2.208
46 Valencia/València;País de la UE28 sin España;2017;2.025
46 Valencia/València;País de la UE28 sin España;2016;1.978
46 Valencia/València;País de la UE28 sin España;2015;1.533
46 Valencia/València;País de la UE28 sin España;2014;1.432
46 Valencia/València;País de la UE28 sin España;2013;1.377
46 Valencia/València;País de Europa menos UE;2019;367
46 Valencia/València;País de Europa menos UE;2018;362
46 Valencia/València;País de Europa menos UE;2017;266
46 Valencia/València;País de Europa menos UE;2016;228
46 Valencia/València;País de Europa menos UE;2015;199
46 Valencia/València;País de Europa menos UE;2014;149
46 Valencia/València;País de Europa menos UE;2013;150
46 Valencia/València;De Africa;2019;1.078
46 Valencia/València;De Africa;2018;1.078
46 Valencia/València;De Africa;2017;943
46 Valencia/València;De Africa;2016;958
46 Valencia/València;De Africa;2015;760
46 Valencia/València;De Africa;2014;664
46 Valencia/València;De Africa;2013;814
46 Valencia/València;De América;2019;1.683
46 Valencia/València;De América;2018;1.554
46 Valencia/València;De América;2017;1.442
46 Valencia/València;De América;2016;1.421
46 Valencia/València;De América;2015;1.285
46 Valencia/València;De América;2014;1.296
46 Valencia/València;De América;2013;1.402
46 Valencia/València;De Asia;2019;232
46 Valencia/València;De Asia;2018;202
46 Valencia/València;De Asia;2017;236
46 Valencia/València;De Asia;2016;172
46 Valencia/València;De Asia;2015;148
46 Valencia/València;De Asia;2014;175
46 Valencia/València;De Asia;2013;166
46 Valencia/València;De Oceanía;2019;0
46 Valencia/València;De Oceanía;2018;0
46 Valencia/València;De Oceanía;2017;0
46 Valencia/València;De Oceanía;2016;4
46 Valencia/València;De Oceanía;2015;0
46 Valencia/València;De Oceanía;2014;1
46 Valencia/València;De Oceanía;2013;15
47 Valladolid;Total;2019;3.855
47 Valladolid;Total;2018;4.004
47 Valladolid;Total;2017;3.615
47 Valladolid;Total;2016;3.186
47 Valladolid;Total;2015;2.527
47 Valladolid;Total;2014;2.503
47 Valladolid;Total;2013;2.406
47 Valladolid;Española;2019;3.309
47 Valladolid;Española;2018;3.443
47 Valladolid;Española;2017;3.119
47 Valladolid;Española;2016;2.733
47 Valladolid;Española;2015;2.192
47 Valladolid;Española;2014;2.129
47 Valladolid;Española;2013;2.028
47 Valladolid;País de la UE28 sin España;2019;298
47 Valladolid;País de la UE28 sin España;2018;343
47 Valladolid;País de la UE28 sin España;2017;288
47 Valladolid;País de la UE28 sin España;2016;274
47 Valladolid;País de la UE28 sin España;2015;181
47 Valladolid;País de la UE28 sin España;2014;209
47 Valladolid;País de la UE28 sin España;2013;208
47 Valladolid;País de Europa menos UE;2019;8
47 Valladolid;País de Europa menos UE;2018;12
47 Valladolid;País de Europa menos UE;2017;12
47 Valladolid;País de Europa menos UE;2016;6
47 Valladolid;País de Europa menos UE;2015;5
47 Valladolid;País de Europa menos UE;2014;1
47 Valladolid;País de Europa menos UE;2013;11
47 Valladolid;De Africa;2019;81
47 Valladolid;De Africa;2018;74
47 Valladolid;De Africa;2017;60
47 Valladolid;De Africa;2016;69
47 Valladolid;De Africa;2015;42
47 Valladolid;De Africa;2014;48
47 Valladolid;De Africa;2013;48
47 Valladolid;De América;2019;144
47 Valladolid;De América;2018;128
47 Valladolid;De América;2017;132
47 Valladolid;De América;2016;100
47 Valladolid;De América;2015;101
47 Valladolid;De América;2014;111
47 Valladolid;De América;2013;105
47 Valladolid;De Asia;2019;15
47 Valladolid;De Asia;2018;4
47 Valladolid;De Asia;2017;4
47 Valladolid;De Asia;2016;4
47 Valladolid;De Asia;2015;6
47 Valladolid;De Asia;2014;5
47 Valladolid;De Asia;2013;6
47 Valladolid;De Oceanía;2019;0
47 Valladolid;De Oceanía;2018;0
47 Valladolid;De Oceanía;2017;0
47 Valladolid;De Oceanía;2016;0
47 Valladolid;De Oceanía;2015;0
47 Valladolid;De Oceanía;2014;0
47 Valladolid;De Oceanía;2013;0
49 Zamora;Total;2019;907
49 Zamora;Total;2018;1.043
49 Zamora;Total;2017;956
49 Zamora;Total;2016;1.057
49 Zamora;Total;2015;938
49 Zamora;Total;2014;1.043
49 Zamora;Total;2013;1.003
49 Zamora;Española;2019;793
49 Zamora;Española;2018;931
49 Zamora;Española;2017;807
49 Zamora;Española;2016;899
49 Zamora;Española;2015;794
49 Zamora;Española;2014;884
49 Zamora;Española;2013;805
49 Zamora;País de la UE28 sin España;2019;57
49 Zamora;País de la UE28 sin España;2018;68
49 Zamora;País de la UE28 sin España;2017;102
49 Zamora;País de la UE28 sin España;2016;96
49 Zamora;País de la UE28 sin España;2015;87
49 Zamora;País de la UE28 sin España;2014;117
49 Zamora;País de la UE28 sin España;2013;122
49 Zamora;País de Europa menos UE;2019;3
49 Zamora;País de Europa menos UE;2018;2
49 Zamora;País de Europa menos UE;2017;2
49 Zamora;País de Europa menos UE;2016;2
49 Zamora;País de Europa menos UE;2015;4
49 Zamora;País de Europa menos UE;2014;3
49 Zamora;País de Europa menos UE;2013;12
49 Zamora;De Africa;2019;21
49 Zamora;De Africa;2018;20
49 Zamora;De Africa;2017;11
49 Zamora;De Africa;2016;18
49 Zamora;De Africa;2015;14
49 Zamora;De Africa;2014;14
49 Zamora;De Africa;2013;16
49 Zamora;De América;2019;33
49 Zamora;De América;2018;19
49 Zamora;De América;2017;32
49 Zamora;De América;2016;38
49 Zamora;De América;2015;38
49 Zamora;De América;2014;23
49 Zamora;De América;2013;47
49 Zamora;De Asia;2019;0
49 Zamora;De Asia;2018;3
49 Zamora;De Asia;2017;2
49 Zamora;De Asia;2016;3
49 Zamora;De Asia;2015;1
49 Zamora;De Asia;2014;2
49 Zamora;De Asia;2013;1
49 Zamora;De Oceanía;2019;0
49 Zamora;De Oceanía;2018;0
49 Zamora;De Oceanía;2017;0
49 Zamora;De Oceanía;2016;1
49 Zamora;De Oceanía;2015;0
49 Zamora;De Oceanía;2014;0
49 Zamora;De Oceanía;2013;0
50 Zaragoza;Total;2019;7.447
50 Zaragoza;Total;2018;7.237
50 Zaragoza;Total;2017;7.125
50 Zaragoza;Total;2016;6.810
50 Zaragoza;Total;2015;5.223
50 Zaragoza;Total;2014;4.745
50 Zaragoza;Total;2013;4.646
50 Zaragoza;Española;2019;5.319
50 Zaragoza;Española;2018;5.207
50 Zaragoza;Española;2017;5.185
50 Zaragoza;Española;2016;5.006
50 Zaragoza;Española;2015;3.779
50 Zaragoza;Española;2014;3.319
50 Zaragoza;Española;2013;3.187
50 Zaragoza;País de la UE28 sin España;2019;797
50 Zaragoza;País de la UE28 sin España;2018;853
50 Zaragoza;País de la UE28 sin España;2017;857
50 Zaragoza;País de la UE28 sin España;2016;776
50 Zaragoza;País de la UE28 sin España;2015;619
50 Zaragoza;País de la UE28 sin España;2014;561
50 Zaragoza;País de la UE28 sin España;2013;618
50 Zaragoza;País de Europa menos UE;2019;46
50 Zaragoza;País de Europa menos UE;2018;81
50 Zaragoza;País de Europa menos UE;2017;42
50 Zaragoza;País de Europa menos UE;2016;50
50 Zaragoza;País de Europa menos UE;2015;39
50 Zaragoza;País de Europa menos UE;2014;28
50 Zaragoza;País de Europa menos UE;2013;35
50 Zaragoza;De Africa;2019;591
50 Zaragoza;De Africa;2018;498
50 Zaragoza;De Africa;2017;446
50 Zaragoza;De Africa;2016;453
50 Zaragoza;De Africa;2015;362
50 Zaragoza;De Africa;2014;309
50 Zaragoza;De Africa;2013;324
50 Zaragoza;De América;2019;642
50 Zaragoza;De América;2018;559
50 Zaragoza;De América;2017;547
50 Zaragoza;De América;2016;487
50 Zaragoza;De América;2015;389
50 Zaragoza;De América;2014;484
50 Zaragoza;De América;2013;461
50 Zaragoza;De Asia;2019;52
50 Zaragoza;De Asia;2018;39
50 Zaragoza;De Asia;2017;48
50 Zaragoza;De Asia;2016;38
50 Zaragoza;De Asia;2015;35
50 Zaragoza;De Asia;2014;44
50 Zaragoza;De Asia;2013;19
50 Zaragoza;De Oceanía;2019;0
50 Zaragoza;De Oceanía;2018;0
50 Zaragoza;De Oceanía;2017;0
50 Zaragoza;De Oceanía;2016;0
50 Zaragoza;De Oceanía;2015;0
50 Zaragoza;De Oceanía;2014;0
50 Zaragoza;De Oceanía;2013;2
51 Ceuta;Total;2019;2.180
51 Ceuta;Total;2018;2.130
51 Ceuta;Total;2017;2.037
51 Ceuta;Total;2016;1.793
